,TEAM,STATUS,PLAYER,POS.,CAP HIT,CAP %,YEAR,,,SALARY CAP,win%,avg_age,WIN%_GRP,POS_GRP,ID,ID,ID,ID,ID,Commas,,,team name on site,,
769,car,active,Sam Tecklenburg,C,549990,0.29,2019,2020,2021,182500000,0.294,25.84,low_win%,o-line,car_2019,car_2020,car_2021,,,,,,,,
770,car,active,Lac Edwards,P,425000,0.23,2019,2020,2021,182500000,0.294,25.84,low_win%,kicking,car_2019,car_2020,car_2021,,,,,,,,
771,car,active,Lirim Hajrullahu,K,109998,0.06,2019,2020,2021,182500000,0.294,25.84,low_win%,kicking,car_2019,car_2020,car_2021,,,,,,,,
772,car,active,Azur Kamara,DE,109998,0.06,2019,2020,2021,182500000,0.294,25.84,low_win%,d-line,car_2019,car_2020,car_2021,,,,,,,,
773,car,active,Frank Herron,DT,47222,0.03,2019,2020,2021,182500000,0.294,25.84,low_win%,d-line,car_2019,car_2020,car_2021,,,,,,,,
774,car,active,Jacob Tuioti-Mariner,OLB,47222,0.03,2019,2020,2021,182500000,0.294,25.84,low_win%,linebacker,car_2019,car_2020,car_2021,,,,,,,,
775,car,active,Keith Kirkwood,WR,43333,0.02,2019,2020,2021,182500000,0.294,25.84,low_win%,receiver,car_2019,car_2020,car_2021,,,,,,,,
776,car,active,Reggie Bonnafon,RB,36666,0.02,2019,2020,2021,182500000,0.294,25.84,low_win%,runner,car_2019,car_2020,car_2021,,,,,,,,
777,car,active,Madre Harper,CB,36666,0.02,2019,2020,2021,182500000,0.294,25.84,low_win%,d-back,car_2019,car_2020,car_2021,,,,,,,,
778,car,active,Stephen Sullivan,WR,36666,0.02,2019,2020,2021,182500000,0.294,25.84,low_win%,receiver,car_2019,car_2020,car_2021,,,,,,,,
779,car,injured,Christian McCaffrey,RB,6899500,3.7,2019,2020,2021,182500000,0.294,25.84,low_win%,runner,car_2019,car_2020,car_2021,,,,,,,,
780,car,injured,Matt Paradis,C,5698000,3.05,2019,2020,2021,182500000,0.294,25.84,low_win%,o-line,car_2019,car_2020,car_2021,,,,,,,,
781,car,injured,Jaycee Horn,CB,3838572,2.06,2019,2020,2021,182500000,0.294,25.84,low_win%,d-back,car_2019,car_2020,car_2021,,,,,,,,
782,car,injured,Cameron Erving,LT,3490000,1.87,2019,2020,2021,182500000,0.294,25.84,low_win%,o-line,car_2019,car_2020,car_2021,,,,,,,,
783,car,injured,Donte Jackson,CB,2838005,1.52,2019,2020,2021,182500000,0.294,25.84,low_win%,d-back,car_2019,car_2020,car_2021,,,,,,,,
784,car,injured,A.J. Bouye,CB,2168056,1.16,2019,2020,2021,182500000,0.294,25.84,low_win%,d-back,car_2019,car_2020,car_2021,,,,,,,,
785,car,injured,Terrace Marshall,WR,1041725,0.56,2019,2020,2021,182500000,0.294,25.84,low_win%,receiver,car_2019,car_2020,car_2021,,,,,,,,
786,car,injured,Zane Gonzalez,K,802774,0.43,2019,2020,2021,182500000,0.294,25.84,low_win%,kicking,car_2019,car_2020,car_2021,,,,,,,,
787,car,injured,Troy Pride Jr.,CB,634369,0.34,2019,2020,2021,182500000,0.294,25.84,low_win%,d-back,car_2019,car_2020,car_2021,,,,,,,,
788,car,injured,Daviyon Nixon,DT,589910,0.32,2019,2020,2021,182500000,0.294,25.84,low_win%,d-line,car_2019,car_2020,car_2021,,,,,,,,
789,car,injured,Thomas Fletcher,LS,447677,0.24,2019,2020,2021,182500000,0.294,25.84,low_win%,kicking,car_2019,car_2020,car_2021,,,,,,,,
790,car,injured,Mike Panasiuk,DT,415000,0.22,2019,2020,2021,182500000,0.294,25.84,low_win%,d-line,car_2019,car_2020,car_2021,,,,,,,,
791,car,injured,Aaron Parker,WR,101200,0.05,2019,2020,2021,182500000,0.294,25.84,low_win%,receiver,car_2019,car_2020,car_2021,,,,,,,,
792,car,injured,Marquis Haynes,DE,1033092,0.55,2019,2020,2021,182500000,0.294,25.84,low_win%,d-line,car_2019,car_2020,car_2021,,,,,,,,
793,car,injured,Phil Hoskins,DT,687811,0.37,2019,2020,2021,182500000,0.294,25.84,low_win%,d-line,car_2019,car_2020,car_2021,,,,,,,,
794,car,practice,Damontre Moore,DE,126000,0.07,2019,2020,2021,182500000,0.294,25.84,low_win%,d-line,car_2019,car_2020,car_2021,,,,,,,,
795,car,practice,Aaron Monteiro,T,82800,0.04,2019,2020,2021,182500000,0.294,25.84,low_win%,o-line,car_2019,car_2020,car_2021,,,,,,,,
796,car,practice,Austen Pleasants,T,55200,0.03,2019,2020,2021,182500000,0.294,25.84,low_win%,o-line,car_2019,car_2020,car_2021,,,,,,,,
797,car,practice,Willie Snead,WR,42000,0.02,2019,2020,2021,182500000,0.294,25.84,low_win%,receiver,car_2019,car_2020,car_2021,,,,,,,,
798,car,practice,Tae Hayes,CB,18400,0.01,2019,2020,2021,182500000,0.294,25.84,low_win%,d-back,car_2019,car_2020,car_2021,,,,,,,,
799,car,practice,Spencer Brown,RB,9200,0,2019,2020,2021,182500000,0.294,25.84,low_win%,runner,car_2019,car_2020,car_2021,,,,,,,,
800,car,practice,Mike Horton,G,9200,0,2019,2020,2021,182500000,0.294,25.84,low_win%,o-line,car_2019,car_2020,car_2021,,,,,,,,
801,car,practice,Austin Larkin,DE,9200,0,2019,2020,2021,182500000,0.294,25.84,low_win%,d-line,car_2019,car_2020,car_2021,,,,,,,,
802,car,practice,C.J. Saunders,WR,9200,0,2019,2020,2021,182500000,0.294,25.84,low_win%,receiver,car_2019,car_2020,car_2021,,,,,,,,
803,car,practice,Colin Thompson,TE,9200,0,2019,2020,2021,182500000,0.294,25.84,low_win%,receiver,car_2019,car_2020,car_2021,,,,,,,,
804,car,dead cap,Teddy Bridgewater,QB,17062000,9.15,2019,2020,2021,182500000,0.294,25.84,low_win%,passer,car_2019,car_2020,car_2021,,,,,,,,
805,car,dead cap,Kawann Short,DT,11017000,5.91,2019,2020,2021,182500000,0.294,25.84,low_win%,d-line,car_2019,car_2020,car_2021,,,,,,,,
806,car,dead cap,Luke Kuechly,ILB,7132514,3.82,2019,2020,2021,182500000,0.294,25.84,low_win%,linebacker,car_2019,car_2020,car_2021,,,,,,,,
807,car,dead cap,Tre Boston,FS,2666666,1.43,2019,2020,2021,182500000,0.294,25.84,low_win%,d-back,car_2019,car_2020,car_2021,,,,,,,,
808,car,dead cap,Stephen Weatherly,DE,2000000,1.07,2019,2020,2021,182500000,0.294,25.84,low_win%,d-line,car_2019,car_2020,car_2021,,,,,,,,
809,car,dead cap,Graham Gano,K,1537500,0.82,2019,2020,2021,182500000,0.294,25.84,low_win%,kicking,car_2019,car_2020,car_2021,,,,,,,,
810,car,dead cap,Dan Arnold,TE,1425835,0.76,2019,2020,2021,182500000,0.294,25.84,low_win%,receiver,car_2019,car_2020,car_2021,,,,,,,,
811,car,dead cap,Denzel Perryman,ILB,1000000,0.54,2019,2020,2021,182500000,0.294,25.84,low_win%,linebacker,car_2019,car_2020,car_2021,,,,,,,,
812,car,dead cap,Greg Little,T,893895,0.48,2019,2020,2021,182500000,0.294,25.84,low_win%,o-line,car_2019,car_2020,car_2021,,,,,,,,
813,car,dead cap,Colin Thompson,TE,668395,0.36,2019,2020,2021,182500000,0.294,25.84,low_win%,receiver,car_2019,car_2020,car_2021,,,,,,,,
814,car,dead cap,David Moore,WR,625000,0.34,2019,2020,2021,182500000,0.294,25.84,low_win%,receiver,car_2019,car_2020,car_2021,,,,,,,,
815,car,dead cap,Rodney Smith,RB,514266,0.28,2019,2020,2021,182500000,0.294,25.84,low_win%,runner,car_2019,car_2020,car_2021,,,,,,,,
816,car,dead cap,Michael Palardy,P,500000,0.27,2019,2020,2021,182500000,0.294,25.84,low_win%,kicking,car_2019,car_2020,car_2021,,,,,,,,
817,car,dead cap,Royce Freeman,RB,485001,0.26,2019,2020,2021,182500000,0.294,25.84,low_win%,runner,car_2019,car_2020,car_2021,,,,,,,,
818,car,dead cap,Matt Barkley,QB,418054,0.22,2019,2020,2021,182500000,0.294,25.84,low_win%,passer,car_2019,car_2020,car_2021,,,,,,,,
819,car,dead cap,Matt Kaskey,T,366660,0.2,2019,2020,2021,182500000,0.294,25.84,low_win%,o-line,car_2019,car_2020,car_2021,,,,,,,,
820,car,dead cap,Kenny Robinson,S,363419,0.19,2019,2020,2021,182500000,0.294,25.84,low_win%,d-back,car_2019,car_2020,car_2021,,,,,,,,
821,car,dead cap,Joseph Charlton,P,338887,0.18,2019,2020,2021,182500000,0.294,25.84,low_win%,kicking,car_2019,car_2020,car_2021,,,,,,,,
822,car,dead cap,Clay Johnston,LB,330003,0.18,2019,2020,2021,182500000,0.294,25.84,low_win%,linebacker,car_2019,car_2020,car_2021,,,,,,,,
823,car,dead cap,Keith Kirkwood,WR,270666,0.15,2019,2020,2021,182500000,0.294,25.84,low_win%,receiver,car_2019,car_2020,car_2021,,,,,,,,
824,car,dead cap,Zach Kerr,DE,250000,0.13,2019,2020,2021,182500000,0.294,25.84,low_win%,d-line,car_2019,car_2020,car_2021,,,,,,,,
825,car,dead cap,Spencer Brown,RB,234666,0.13,2019,2020,2021,182500000,0.294,25.84,low_win%,runner,car_2019,car_2020,car_2021,,,,,,,,
826,car,dead cap,Stephen Sullivan,WR,211332,0.11,2019,2020,2021,182500000,0.294,25.84,low_win%,receiver,car_2019,car_2020,car_2021,,,,,,,,
827,car,dead cap,Will Grier,QB,205545,0.11,2019,2020,2021,182500000,0.294,25.84,low_win%,passer,car_2019,car_2020,car_2021,,,,,,,,
828,car,dead cap,Michael Jordan,G,198088,0.11,2019,2020,2021,182500000,0.294,25.84,low_win%,o-line,car_2019,car_2020,car_2021,,,,,,,,
829,car,dead cap,Frank Herron,DT,194422,0.1,2019,2020,2021,182500000,0.294,25.84,low_win%,d-line,car_2019,car_2020,car_2021,,,,,,,,
830,car,dead cap,Willie Snead,WR,194000,0.1,2019,2020,2021,182500000,0.294,25.84,low_win%,receiver,car_2019,car_2020,car_2021,,,,,,,,
831,car,dead cap,Jalen Julius,CB,193200,0.1,2019,2020,2021,182500000,0.294,25.84,low_win%,d-back,car_2019,car_2020,car_2021,,,,,,,,
832,car,dead cap,C.J. Saunders,WR,183866,0.1,2019,2020,2021,182500000,0.294,25.84,low_win%,receiver,car_2019,car_2020,car_2021,,,,,,,,
833,car,dead cap,Madre Harper,CB,183732,0.1,2019,2020,2021,182500000,0.294,25.84,low_win%,d-back,car_2019,car_2020,car_2021,,,,,,,,
834,car,dead cap,Reggie Bonnafon,RB,183598,0.1,2019,2020,2021,182500000,0.294,25.84,low_win%,runner,car_2019,car_2020,car_2021,,,,,,,,
835,car,dead cap,Christian Miller,DE,183552,0.1,2019,2020,2021,182500000,0.294,25.84,low_win%,d-line,car_2019,car_2020,car_2021,,,,,,,,
836,car,dead cap,Mike Horton,G,174398,0.09,2019,2020,2021,182500000,0.294,25.84,low_win%,o-line,car_2019,car_2020,car_2021,,,,,,,,
837,car,dead cap,Patrick Omameh,RT,157722,0.08,2019,2020,2021,182500000,0.294,25.84,low_win%,o-line,car_2019,car_2020,car_2021,,,,,,,,
838,car,dead cap,Jordan Scarlett,RB,154706,0.08,2019,2020,2021,182500000,0.294,25.84,low_win%,runner,car_2019,car_2020,car_2021,,,,,,,,
839,car,dead cap,Austin Larkin,DE,126133,0.07,2019,2020,2021,182500000,0.294,25.84,low_win%,d-line,car_2019,car_2020,car_2021,,,,,,,,
840,car,dead cap,Matt Cole,WR,121733,0.07,2019,2020,2021,182500000,0.294,25.84,low_win%,receiver,car_2019,car_2020,car_2021,,,,,,,,
841,car,dead cap,Rashaan Melvin,CB,119444,0.06,2019,2020,2021,182500000,0.294,25.84,low_win%,d-back,car_2019,car_2020,car_2021,,,,,,,,
842,car,dead cap,Sam Tecklenburg,C,109999,0.06,2019,2020,2021,182500000,0.294,25.84,low_win%,o-line,car_2019,car_2020,car_2021,,,,,,,,
843,car,dead cap,Austen Pleasants,T,98533,0.05,2019,2020,2021,182500000,0.294,25.84,low_win%,o-line,car_2019,car_2020,car_2021,,,,,,,,
844,car,dead cap,Aaron Parker,WR,91866,0.05,2019,2020,2021,182500000,0.294,25.84,low_win%,receiver,car_2019,car_2020,car_2021,,,,,,,,
845,car,dead cap,James Morgan,QB,82800,0.04,2019,2020,2021,182500000,0.294,25.84,low_win%,passer,car_2019,car_2020,car_2021,,,,,,,,
846,car,dead cap,Aaron Monteiro,T,73600,0.04,2019,2020,2021,182500000,0.294,25.84,low_win%,o-line,car_2019,car_2020,car_2021,,,,,,,,
847,car,dead cap,Ryan Winslow,P,73334,0.04,2019,2020,2021,182500000,0.294,25.84,low_win%,kicking,car_2019,car_2020,car_2021,,,,,,,,
848,car,dead cap,Dominik Eberle,K,64400,0.03,2019,2020,2021,182500000,0.294,25.84,low_win%,kicking,car_2019,car_2020,car_2021,,,,,,,,
849,car,dead cap,Corn Elder,CB,56000,0.03,2019,2020,2021,182500000,0.294,25.84,low_win%,d-back,car_2019,car_2020,car_2021,,,,,,,,
850,car,dead cap,Lac Edwards,P,55000,0.03,2019,2020,2021,182500000,0.294,25.84,low_win%,kicking,car_2019,car_2020,car_2021,,,,,,,,
851,car,dead cap,Josh Watson,LB,47200,0.03,2019,2020,2021,182500000,0.294,25.84,low_win%,linebacker,car_2019,car_2020,car_2021,,,,,,,,
852,car,dead cap,Ryan Santoso,K,43333,0.02,2019,2020,2021,182500000,0.294,25.84,low_win%,kicking,car_2019,car_2020,car_2021,,,,,,,,
853,car,dead cap,Kamal Martin,LB,36800,0.02,2019,2020,2021,182500000,0.294,25.84,low_win%,linebacker,car_2019,car_2020,car_2021,,,,,,,,
854,car,dead cap,Andre Smith,ILB,22264,0.01,2019,2020,2021,182500000,0.294,25.84,low_win%,linebacker,car_2019,car_2020,car_2021,,,,,,,,
855,car,dead cap,John Brannon,CB,18400,0.01,2019,2020,2021,182500000,0.294,25.84,low_win%,d-back,car_2019,car_2020,car_2021,,,,,,,,
856,car,dead cap,Treyvon Hester,DT,18400,0.01,2019,2020,2021,182500000,0.294,25.84,low_win%,d-line,car_2019,car_2020,car_2021,,,,,,,,
857,car,dead cap,Jacques Patrick,RB,18400,0.01,2019,2020,2021,182500000,0.294,25.84,low_win%,runner,car_2019,car_2020,car_2021,,,,,,,,
858,car,dead cap,Alex Erickson,WR,14000,0.01,2019,2020,2021,182500000,0.294,25.84,low_win%,receiver,car_2019,car_2020,car_2021,,,,,,,,
859,car,dead cap,Devin Smith,WR,14000,0.01,2019,2020,2021,182500000,0.294,25.84,low_win%,receiver,car_2019,car_2020,car_2021,,,,,,,,
860,car,dead cap,Mason Stokke,FB,13333,0.01,2019,2020,2021,182500000,0.294,25.84,low_win%,runner,car_2019,car_2020,car_2021,,,,,,,,
861,car,dead cap,Giovanni Ricci,TE,11334,0.01,2019,2020,2021,182500000,0.294,25.84,low_win%,receiver,car_2019,car_2020,car_2021,,,,,,,,
862,car,dead cap,Cam Sutton,TE,10000,0.01,2019,2020,2021,182500000,0.294,25.84,low_win%,receiver,car_2019,car_2020,car_2021,,,,,,,,
863,car,dead cap,Josh Avery,DT,9200,0,2019,2020,2021,182500000,0.294,25.84,low_win%,d-line,car_2019,car_2020,car_2021,,,,,,,,
864,car,dead cap,Omar Bayless,WR,9200,0,2019,2020,2021,182500000,0.294,25.84,low_win%,receiver,car_2019,car_2020,car_2021,,,,,,,,
865,car,dead cap,Blake Haubeil,K,9200,0,2019,2020,2021,182500000,0.294,25.84,low_win%,kicking,car_2019,car_2020,car_2021,,,,,,,,
866,car,dead cap,Alex Kessman,K,9200,0,2019,2020,2021,182500000,0.294,25.84,low_win%,kicking,car_2019,car_2020,car_2021,,,,,,,,
867,car,dead cap,Josh Love,QB,9200,0,2019,2020,2021,182500000,0.294,25.84,low_win%,passer,car_2019,car_2020,car_2021,,,,,,,,
868,car,dead cap,Sheldrick Redwine,S,9200,0,2019,2020,2021,182500000,0.294,25.84,low_win%,d-back,car_2019,car_2020,car_2021,,,,,,,,
869,car,dead cap,Jordan Ta'amu,QB,9200,0,2019,2020,2021,182500000,0.294,25.84,low_win%,passer,car_2019,car_2020,car_2021,,,,,,,,
870,car,dead cap,Jordan Mack,LB,7500,0,2019,2020,2021,182500000,0.294,25.84,low_win%,linebacker,car_2019,car_2020,car_2021,,,,,,,,
871,car,dead cap,Branden Bowen,T,6667,0,2019,2020,2021,182500000,0.294,25.84,low_win%,o-line,car_2019,car_2020,car_2021,,,,,,,,
872,car,dead cap,Chris Orr,LB,6000,0,2019,2020,2021,182500000,0.294,25.84,low_win%,linebacker,car_2019,car_2020,car_2021,,,,,,,,
873,car,dead cap,David Reese,LB,6000,0,2019,2020,2021,182500000,0.294,25.84,low_win%,linebacker,car_2019,car_2020,car_2021,,,,,,,,
874,car,dead cap,TreVontae Hights,WR,5334,0,2019,2020,2021,182500000,0.294,25.84,low_win%,receiver,car_2019,car_2020,car_2021,,,,,,,,
875,car,dead cap,David Moore,G,5000,0,2019,2020,2021,182500000,0.294,25.84,low_win%,o-line,car_2019,car_2020,car_2021,,,,,,,,
876,car,dead cap,Jordan Kunaszyk,LB,3334,0,2019,2020,2021,182500000,0.294,25.84,low_win%,linebacker,car_2019,car_2020,car_2021,,,,,,,,
877,car,dead cap,Oscar Draguicevich,P,2333,0,2019,2020,2021,182500000,0.294,25.84,low_win%,kicking,car_2019,car_2020,car_2021,,,,,,,,
878,car,dead cap,Austrian Robinson,DE,667,0,2019,2020,2021,182500000,0.294,25.84,low_win%,d-line,car_2019,car_2020,car_2021,,,,,,,,
879,car,dead cap,Jason Ferris,LB,334,0,2019,2020,2021,182500000,0.294,25.84,low_win%,linebacker,car_2019,car_2020,car_2021,,,,,,,,
880,chi,active,Allen Robinson,WR,17980000,9.46,2019,2020,2021,182500000,0.353,27.38,low_win%,receiver,chi_2019,chi_2020,chi_2021,,,,,,,,
881,chi,active,Akiem Hicks,DE,12000000,6.31,2019,2020,2021,182500000,0.353,27.38,low_win%,d-line,chi_2019,chi_2020,chi_2021,,,,,,,,
882,chi,active,Robert Quinn,OLB,11287500,5.94,2019,2020,2021,182500000,0.353,27.38,low_win%,linebacker,chi_2019,chi_2020,chi_2021,,,,,,,,
883,chi,active,Eddie Goldman,DT,7800000,4.1,2019,2020,2021,182500000,0.353,27.38,low_win%,d-line,chi_2019,chi_2020,chi_2021,,,,,,,,
884,chi,active,Nick Foles,QB,6666666,3.51,2019,2020,2021,182500000,0.353,27.38,low_win%,passer,chi_2019,chi_2020,chi_2021,,,,,,,,
885,chi,active,Roquan Smith,ILB,6049099,3.18,2019,2020,2021,182500000,0.353,27.38,low_win%,linebacker,chi_2019,chi_2020,chi_2021,,,,,,,,
886,chi,active,Jimmy Graham,TE,5340000,2.81,2019,2020,2021,182500000,0.353,27.38,low_win%,receiver,chi_2019,chi_2020,chi_2021,,,,,,,,
887,chi,active,Cody Whitehair,C,5200000,2.73,2019,2020,2021,182500000,0.353,27.38,low_win%,o-line,chi_2019,chi_2020,chi_2021,,,,,,,,
888,chi,active,Eddie Jackson,FS,5090000,2.68,2019,2020,2021,182500000,0.353,27.38,low_win%,d-back,chi_2019,chi_2020,chi_2021,,,,,,,,
889,chi,active,Andy Dalton,QB,5000000,2.63,2019,2020,2021,182500000,0.353,27.38,low_win%,passer,chi_2019,chi_2020,chi_2021,,,,,,,,
890,chi,active,James Daniels,G,2966667,1.56,2019,2020,2021,182500000,0.353,27.38,low_win%,o-line,chi_2019,chi_2020,chi_2021,,,,,,,,
891,chi,active,Germain Ifedi,RT,2750000,1.45,2019,2020,2021,182500000,0.353,27.38,low_win%,o-line,chi_2019,chi_2020,chi_2021,,,,,,,,
892,chi,active,Bilal Nichols,DE,2257872,1.19,2019,2020,2021,182500000,0.353,27.38,low_win%,d-line,chi_2019,chi_2020,chi_2021,,,,,,,,
893,chi,active,Angelo Blackson,DE,2000000,1.05,2019,2020,2021,182500000,0.353,27.38,low_win%,d-line,chi_2019,chi_2020,chi_2021,,,,,,,,
894,chi,active,Tashaun Gipson,FS,1805000,0.95,2019,2020,2021,182500000,0.353,27.38,low_win%,d-back,chi_2019,chi_2020,chi_2021,,,,,,,,
895,chi,active,Cole Kmet,TE,1722222,0.91,2019,2020,2021,182500000,0.353,27.38,low_win%,receiver,chi_2019,chi_2020,chi_2021,,,,,,,,
896,chi,active,Mario Edwards,DE,1604019,0.84,2019,2020,2021,182500000,0.353,27.38,low_win%,d-line,chi_2019,chi_2020,chi_2021,,,,,,,,
897,chi,active,Cairo Santos,K,1575000,0.83,2019,2020,2021,182500000,0.353,27.38,low_win%,kicking,chi_2019,chi_2020,chi_2021,,,,,,,,
898,chi,active,Teven Jenkins,T,1525063,0.8,2019,2020,2021,182500000,0.353,27.38,low_win%,o-line,chi_2019,chi_2020,chi_2021,,,,,,,,
899,chi,active,Jason Peters,LT,1525000,0.8,2019,2020,2021,182500000,0.353,27.38,low_win%,o-line,chi_2019,chi_2020,chi_2021,,,,,,,,
900,chi,active,Jaylon Johnson,CB,1470175,0.77,2019,2020,2021,182500000,0.353,27.38,low_win%,d-back,chi_2019,chi_2020,chi_2021,,,,,,,,
901,chi,active,Jesse James,TE,1162500,0.61,2019,2020,2021,182500000,0.353,27.38,low_win%,receiver,chi_2019,chi_2020,chi_2021,,,,,,,,
902,chi,active,Damien Williams,RB,1125000,0.59,2019,2020,2021,182500000,0.353,27.38,low_win%,runner,chi_2019,chi_2020,chi_2021,,,,,,,,
903,chi,active,David Montgomery,RB,1111577,0.58,2019,2020,2021,182500000,0.353,27.38,low_win%,runner,chi_2019,chi_2020,chi_2021,,,,,,,,
904,chi,active,Joel Iyiegbuniwe,ILB,1089645,0.57,2019,2020,2021,182500000,0.353,27.38,low_win%,linebacker,chi_2019,chi_2020,chi_2021,,,,,,,,
905,chi,active,Pat O'Donnell,P,1075000,0.57,2019,2020,2021,182500000,0.353,27.38,low_win%,kicking,chi_2019,chi_2020,chi_2021,,,,,,,,
906,chi,active,Deon Bush,S,990000,0.52,2019,2020,2021,182500000,0.353,27.38,low_win%,d-back,chi_2019,chi_2020,chi_2021,,,,,,,,
907,chi,active,Marquise Goodwin,WR,987500,0.52,2019,2020,2021,182500000,0.353,27.38,low_win%,receiver,chi_2019,chi_2020,chi_2021,,,,,,,,
908,chi,active,Christian Jones,ILB,987500,0.52,2019,2020,2021,182500000,0.353,27.38,low_win%,linebacker,chi_2019,chi_2020,chi_2021,,,,,,,,
909,chi,active,Damiere Byrd,WR,987500,0.52,2019,2020,2021,182500000,0.353,27.38,low_win%,receiver,chi_2019,chi_2020,chi_2021,,,,,,,,
910,chi,active,Patrick Scales,LS,987500,0.52,2019,2020,2021,182500000,0.353,27.38,low_win%,kicking,chi_2019,chi_2020,chi_2021,,,,,,,,
911,chi,active,Elijah Wilkinson,LT,987500,0.52,2019,2020,2021,182500000,0.353,27.38,low_win%,o-line,chi_2019,chi_2020,chi_2021,,,,,,,,
912,chi,active,Duke Shelley,CB,881960,0.46,2019,2020,2021,182500000,0.353,27.38,low_win%,d-back,chi_2019,chi_2020,chi_2021,,,,,,,,
913,chi,active,Trevis Gipson,OLB,861418,0.45,2019,2020,2021,182500000,0.353,27.38,low_win%,linebacker,chi_2019,chi_2020,chi_2021,,,,,,,,
914,chi,active,Kindle Vildor,CB,857668,0.45,2019,2020,2021,182500000,0.353,27.38,low_win%,d-back,chi_2019,chi_2020,chi_2021,,,,,,,,
915,chi,active,Darnell Mooney,WR,850513,0.45,2019,2020,2021,182500000,0.353,27.38,low_win%,receiver,chi_2019,chi_2020,chi_2021,,,,,,,,
916,chi,active,Alec Ogletree,ILB,850000,0.45,2019,2020,2021,182500000,0.353,27.38,low_win%,linebacker,chi_2019,chi_2020,chi_2021,,,,,,,,
917,chi,active,Artie Burns,CB,850000,0.45,2019,2020,2021,182500000,0.353,27.38,low_win%,d-back,chi_2019,chi_2020,chi_2021,,,,,,,,
918,chi,active,Marqui Christian,S,850000,0.45,2019,2020,2021,182500000,0.353,27.38,low_win%,d-back,chi_2019,chi_2020,chi_2021,,,,,,,,
919,chi,active,Alex Bars,G,850000,0.45,2019,2020,2021,182500000,0.353,27.38,low_win%,o-line,chi_2019,chi_2020,chi_2021,,,,,,,,
920,chi,active,J.P. Holtz,TE,850000,0.45,2019,2020,2021,182500000,0.353,27.38,low_win%,receiver,chi_2019,chi_2020,chi_2021,,,,,,,,
921,chi,active,Sam Mustipher,C,780000,0.41,2019,2020,2021,182500000,0.353,27.38,low_win%,o-line,chi_2019,chi_2020,chi_2021,,,,,,,,
922,chi,active,Lachavious Simmons,RT,780000,0.41,2019,2020,2021,182500000,0.353,27.38,low_win%,o-line,chi_2019,chi_2020,chi_2021,,,,,,,,
923,chi,active,Larry Borom,RT,743270,0.39,2019,2020,2021,182500000,0.353,27.38,low_win%,o-line,chi_2019,chi_2020,chi_2021,,,,,,,,
924,chi,active,Khalil Herbert,RB,692677,0.36,2019,2020,2021,182500000,0.353,27.38,low_win%,runner,chi_2019,chi_2020,chi_2021,,,,,,,,
925,chi,active,Khyiris Tonga,DT,680912,0.36,2019,2020,2021,182500000,0.353,27.38,low_win%,d-line,chi_2019,chi_2020,chi_2021,,,,,,,,
926,chi,active,Caleb Johnson,ILB,662333,0.35,2019,2020,2021,182500000,0.353,27.38,low_win%,linebacker,chi_2019,chi_2020,chi_2021,,,,,,,,
927,chi,active,Ryan Nall,RB,613886,0.32,2019,2020,2021,182500000,0.353,27.38,low_win%,runner,chi_2019,chi_2020,chi_2021,,,,,,,,
928,chi,active,Margus Hunt,DE,330554,0.17,2019,2020,2021,182500000,0.353,27.38,low_win%,d-line,chi_2019,chi_2020,chi_2021,,,,,,,,
929,chi,active,Bruce Irvin,DE,236110,0.12,2019,2020,2021,182500000,0.353,27.38,low_win%,d-line,chi_2019,chi_2020,chi_2021,,,,,,,,
930,chi,active,Thomas Graham Jr.,CB,146664,0.08,2019,2020,2021,182500000,0.353,27.38,low_win%,d-back,chi_2019,chi_2020,chi_2021,,,,,,,,
931,chi,active,Sam Kamara,DT,109998,0.06,2019,2020,2021,182500000,0.353,27.38,low_win%,d-line,chi_2019,chi_2020,chi_2021,,,,,,,,
932,chi,active,Dazz Newsome,WR,36666,0.02,2019,2020,2021,182500000,0.353,27.38,low_win%,receiver,chi_2019,chi_2020,chi_2021,,,,,,,,
933,chi,injured,Khalil Mack,OLB,14646000,7.7,2019,2020,2021,182500000,0.353,27.38,low_win%,linebacker,chi_2019,chi_2020,chi_2021,,,,,,,,
934,chi,injured,Danny Trevathan,ILB,4813235,2.53,2019,2020,2021,182500000,0.353,27.38,low_win%,linebacker,chi_2019,chi_2020,chi_2021,,,,,,,,
935,chi,injured,Jeremiah Attaochu,OLB,1650000,0.87,2019,2020,2021,182500000,0.353,27.38,low_win%,linebacker,chi_2019,chi_2020,chi_2021,,,,,,,,
936,chi,injured,Jakeem Grant,WR,1555555,0.82,2019,2020,2021,182500000,0.353,27.38,low_win%,receiver,chi_2019,chi_2020,chi_2021,,,,,,,,
937,chi,injured,DeAndre Houston-Carson,S,987500,0.52,2019,2020,2021,182500000,0.353,27.38,low_win%,d-back,chi_2019,chi_2020,chi_2021,,,,,,,,
938,chi,injured,Xavier Crawford,CB,881306,0.46,2019,2020,2021,182500000,0.353,27.38,low_win%,d-back,chi_2019,chi_2020,chi_2021,,,,,,,,
939,chi,injured,Jesper Horsted,WR,780000,0.41,2019,2020,2021,182500000,0.353,27.38,low_win%,receiver,chi_2019,chi_2020,chi_2021,,,,,,,,
940,chi,injured,Jalen Tabor,CB,566664,0.3,2019,2020,2021,182500000,0.353,27.38,low_win%,d-back,chi_2019,chi_2020,chi_2021,,,,,,,,
