,Status,Pos.,Cap Hit,Cap %,year,team,ID
0,Active Roster:,OLB,14833333,7.66,2019,arz,arz_2019
1,Active Roster:,WR,11750000,6.07,2019,arz,arz_2019
2,Active Roster:,RB,9656250,4.99,2019,arz,arz_2019
3,Active Roster:,LT,9625000,4.97,2019,arz,arz_2019
4,Active Roster:,CB,8002235,4.13,2019,arz,arz_2019
5,Active Roster:,G,7750000,4.0,2019,arz,arz_2019
6,Active Roster:,ILB,6400000,3.31,2019,arz,arz_2019
7,Active Roster:,QB,6392481,3.3,2019,arz,arz_2019
8,Active Roster:,DT,4687500,2.42,2019,arz,arz_2019
9,Active Roster:,G,4000000,2.07,2019,arz,arz_2019
10,Active Roster:,ILB,3675809,1.9,2019,arz,arz_2019
11,Active Roster:,P,2000000,1.03,2019,arz,arz_2019
12,Active Roster:,TE,1968750,1.02,2019,arz,arz_2019
13,Active Roster:,QB,1875000,0.97,2019,arz,arz_2019
14,Active Roster:,SS,1862729,0.96,2019,arz,arz_2019
15,Active Roster:,G,1718750,0.89,2019,arz,arz_2019
16,Active Roster:,C,1555000,0.8,2019,arz,arz_2019
17,Active Roster:,CB,1452636,0.75,2019,arz,arz_2019
18,Active Roster:,WR,1339742,0.69,2019,arz,arz_2019
19,Active Roster:,RB,1072059,0.55,2019,arz,arz_2019
20,Active Roster:,TE,1055000,0.54,2019,arz,arz_2019
21,Active Roster:,LS,1048750,0.54,2019,arz,arz_2019
22,Active Roster:,OLB,1000000,0.52,2019,arz,arz_2019
23,Active Roster:,WR,841794,0.43,2019,arz,arz_2019
24,Active Roster:,C,795879,0.41,2019,arz,arz_2019
25,Active Roster:,WR,720000,0.37,2019,arz,arz_2019
26,Active Roster:,RB,683089,0.35,2019,arz,arz_2019
27,Active Roster:,SS,662941,0.34,2019,arz,arz_2019
28,Active Roster:,K,645000,0.33,2019,arz,arz_2019
29,Active Roster:,ILB,645000,0.33,2019,arz,arz_2019
30,Active Roster:,S,645000,0.33,2019,arz,arz_2019
31,Active Roster:,DT,615588,0.32,2019,arz,arz_2019
32,Active Roster:,S,582208,0.3,2019,arz,arz_2019
33,Active Roster:,S,580730,0.3,2019,arz,arz_2019
34,Active Roster:,WR,573333,0.3,2019,arz,arz_2019
35,Active Roster:,OLB,572000,0.3,2019,arz,arz_2019
36,Active Roster:,ILB,571000,0.29,2019,arz,arz_2019
37,Active Roster:,T,570000,0.29,2019,arz,arz_2019
38,Active Roster:,WR,550588,0.28,2019,arz,arz_2019
39,Active Roster:,WR,547328,0.28,2019,arz,arz_2019
40,Active Roster:,G,542034,0.28,2019,arz,arz_2019
41,Active Roster:,DE,513644,0.27,2019,arz,arz_2019
42,Active Roster:,T,513644,0.27,2019,arz,arz_2019
43,Active Roster:,CB,268232,0.14,2019,arz,arz_2019
44,Active Roster:,DT,203823,0.11,2019,arz,arz_2019
45,Active Roster:,DT,151764,0.08,2019,arz,arz_2019
46,Active Roster:,TE,134117,0.07,2019,arz,arz_2019
47,Active Roster:,CB,134117,0.07,2019,arz,arz_2019
48,Active Roster:,DE,134117,0.07,2019,arz,arz_2019
49,Active Roster:,OLB,75882,0.04,2019,arz,arz_2019
50,Active Roster:,ILB,67058,0.03,2019,arz,arz_2019
51,Active Roster:,CB,58235,0.03,2019,arz,arz_2019
52,Active Roster:,QB,29118,0.02,2019,arz,arz_2019
0,Injured Reserve:,CB,6000000,3.1,2019,arz,arz_2019
1,Injured Reserve:,RT,4915000,2.54,2019,arz,arz_2019
2,Injured Reserve:,DE,1750000,0.9,2019,arz,arz_2019
3,Injured Reserve:,OLB,1515625,0.78,2019,arz,arz_2019
4,Injured Reserve:,RT,1191176,0.62,2019,arz,arz_2019
5,Injured Reserve:,DE,1162500,0.6,2019,arz,arz_2019
6,Injured Reserve:,CB,908676,0.47,2019,arz,arz_2019
7,Injured Reserve:,DE,820000,0.42,2019,arz,arz_2019
8,Injured Reserve:,DE,732511,0.38,2019,arz,arz_2019
9,Injured Reserve:,WR,579126,0.3,2019,arz,arz_2019
10,Injured Reserve:,CB,570000,0.29,2019,arz,arz_2019
11,Injured Reserve:,RB,519528,0.27,2019,arz,arz_2019
12,Injured Reserve:,TE,493235,0.25,2019,arz,arz_2019
13,Injured Reserve:,FS,453000,0.23,2019,arz,arz_2019
14,Injured Reserve:,T,380333,0.2,2019,arz,arz_2019
15,Injured Reserve:,OLB,151764,0.08,2019,arz,arz_2019
0,NFI:,RT,495000,0.26,2019,arz,arz_2019
0,Practice Squad:,RB,96000,0.05,2019,arz,arz_2019
1,Practice Squad:,DT,24000,0.01,2019,arz,arz_2019
2,Practice Squad:,LB,16000,0.01,2019,arz,arz_2019
0,Dead:,QB,8158776,4.21,2019,arz,arz_2019
1,Dead:,TE,5750000,2.97,2019,arz,arz_2019
2,Dead:,QB,5000000,2.58,2019,arz,arz_2019
3,Dead:,OLB,4647058,2.4,2019,arz,arz_2019
4,Dead:,FS,4312500,2.23,2019,arz,arz_2019
5,Dead:,G,3742500,1.93,2019,arz,arz_2019
6,Dead:,QB,3000000,1.55,2019,arz,arz_2019
7,Dead:,DT,3000000,1.55,2019,arz,arz_2019
8,Dead:,WR,2375000,1.23,2019,arz,arz_2019
9,Dead:,FS,2159168,1.12,2019,arz,arz_2019
10,Dead:,RT,1292500,0.67,2019,arz,arz_2019
11,Dead:,DE,1213747,0.63,2019,arz,arz_2019
12,Dead:,CB,1077204,0.56,2019,arz,arz_2019
13,Dead:,ILB,666667,0.34,2019,arz,arz_2019
14,Dead:,WR,400000,0.21,2019,arz,arz_2019
15,Dead:,CB,357353,0.18,2019,arz,arz_2019
16,Dead:,RB,284117,0.15,2019,arz,arz_2019
17,Dead:,CB,233176,0.12,2019,arz,arz_2019
18,Dead:,OLB,223764,0.12,2019,arz,arz_2019
19,Dead:,WR,176572,0.09,2019,arz,arz_2019
20,Dead:,G,169411,0.09,2019,arz,arz_2019
21,Dead:,DT,169136,0.09,2019,arz,arz_2019
22,Dead:,DE,162500,0.08,2019,arz,arz_2019
23,Dead:,WR,150000,0.08,2019,arz,arz_2019
24,Dead:,WR,136000,0.07,2019,arz,arz_2019
25,Dead:,C,136000,0.07,2019,arz,arz_2019
26,Dead:,T,134064,0.07,2019,arz,arz_2019
27,Dead:,TE,130644,0.07,2019,arz,arz_2019
28,Dead:,CB,128054,0.07,2019,arz,arz_2019
29,Dead:,G,126620,0.07,2019,arz,arz_2019
30,Dead:,TE,121823,0.06,2019,arz,arz_2019
31,Dead:,ILB,113823,0.06,2019,arz,arz_2019
32,Dead:,WR,105666,0.05,2019,arz,arz_2019
33,Dead:,T,105412,0.05,2019,arz,arz_2019
34,Dead:,CB,104000,0.05,2019,arz,arz_2019
35,Dead:,QB,96000,0.05,2019,arz,arz_2019
36,Dead:,DE,90000,0.05,2019,arz,arz_2019
37,Dead:,DT,90000,0.05,2019,arz,arz_2019
38,Dead:,P,58235,0.03,2019,arz,arz_2019
39,Dead:,CB,56000,0.03,2019,arz,arz_2019
40,Dead:,RB,50484,0.03,2019,arz,arz_2019
41,Dead:,OLB,40000,0.02,2019,arz,arz_2019
42,Dead:,ILB,37941,0.02,2019,arz,arz_2019
43,Dead:,RB,37941,0.02,2019,arz,arz_2019
44,Dead:,S,35045,0.02,2019,arz,arz_2019
45,Dead:,WR,32000,0.02,2019,arz,arz_2019
46,Dead:,CB,32000,0.02,2019,arz,arz_2019
47,Dead:,RB,32000,0.02,2019,arz,arz_2019
48,Dead:,DE,32000,0.02,2019,arz,arz_2019
49,Dead:,QB,26333,0.01,2019,arz,arz_2019
50,Dead:,OLB,24000,0.01,2019,arz,arz_2019
51,Dead:,T,17267,0.01,2019,arz,arz_2019
52,Dead:,OLB,16000,0.01,2019,arz,arz_2019
53,Dead:,LB,10333,0.01,2019,arz,arz_2019
54,Dead:,G,8000,0.0,2019,arz,arz_2019
55,Dead:,S,4000,0.0,2019,arz,arz_2019
56,Dead:,RB,3333,0.0,2019,arz,arz_2019
57,Dead:,DT,2666,0.0,2019,arz,arz_2019
58,Dead:,T,2000,0.0,2019,arz,arz_2019
59,Dead:,TE,1333,0.0,2019,arz,arz_2019
0,Active Roster:,QB,15800000,8.33,2019,atl,atl_2019
1,Active Roster:,DE,12810000,6.75,2019,atl,atl_2019
2,Active Roster:,C,11050000,5.82,2019,atl,atl_2019
3,Active Roster:,DT,11000000,5.8,2019,atl,atl_2019
4,Active Roster:,WR,10366667,5.46,2019,atl,atl_2019
5,Active Roster:,LT,7589200,4.0,2019,atl,atl_2019
6,Active Roster:,RB,6750000,3.56,2019,atl,atl_2019
7,Active Roster:,ILB,5026482,2.65,2019,atl,atl_2019
8,Active Roster:,DE,4484375,2.36,2019,atl,atl_2019
9,Active Roster:,G,4333333,2.28,2019,atl,atl_2019
10,Active Roster:,DT,3658334,1.93,2019,atl,atl_2019
11,Active Roster:,SS,3375000,1.78,2019,atl,atl_2019
12,Active Roster:,RT,3218750,1.7,2019,atl,atl_2019
13,Active Roster:,G,2674319,1.41,2019,atl,atl_2019
14,Active Roster:,TE,2218357,1.17,2019,atl,atl_2019
15,Active Roster:,OLB,2166382,1.14,2019,atl,atl_2019
16,Active Roster:,TE,2150000,1.13,2019,atl,atl_2019
17,Active Roster:,C,2058096,1.08,2019,atl,atl_2019
18,Active Roster:,DE,1980000,1.04,2019,atl,atl_2019
19,Active Roster:,RT,1866498,0.98,2019,atl,atl_2019
20,Active Roster:,QB,1405000,0.74,2019,atl,atl_2019
21,Active Roster:,CB,1053783,0.56,2019,atl,atl_2019
22,Active Roster:,LS,930000,0.49,2019,atl,atl_2019
23,Active Roster:,DT,826490,0.44,2019,atl,atl_2019
24,Active Roster:,FB,805000,0.42,2019,atl,atl_2019
25,Active Roster:,RB,735000,0.39,2019,atl,atl_2019
26,Active Roster:,DT,735000,0.39,2019,atl,atl_2019
27,Active Roster:,WR,735000,0.39,2019,atl,atl_2019
28,Active Roster:,SS,735000,0.39,2019,atl,atl_2019
29,Active Roster:,CB,735000,0.39,2019,atl,atl_2019
30,Active Roster:,S,720000,0.38,2019,atl,atl_2019
31,Active Roster:,CB,717230,0.38,2019,atl,atl_2019
32,Active Roster:,CB,684922,0.36,2019,atl,atl_2019
33,Active Roster:,RB,645000,0.34,2019,atl,atl_2019
34,Active Roster:,DE,617098,0.33,2019,atl,atl_2019
35,Active Roster:,WR,609048,0.32,2019,atl,atl_2019
36,Active Roster:,LB,606657,0.32,2019,atl,atl_2019
37,Active Roster:,RB,572891,0.3,2019,atl,atl_2019
38,Active Roster:,T,572500,0.3,2019,atl,atl_2019
39,Active Roster:,WR,496666,0.26,2019,atl,atl_2019
40,Active Roster:,TE,495000,0.26,2019,atl,atl_2019
41,Active Roster:,SS,469411,0.25,2019,atl,atl_2019
42,Active Roster:,K,341470,0.18,2019,atl,atl_2019
43,Active Roster:,WR,291176,0.15,2019,atl,atl_2019
44,Active Roster:,WR,268235,0.14,2019,atl,atl_2019
45,Active Roster:,DT,232944,0.12,2019,atl,atl_2019
46,Active Roster:,P,189411,0.1,2019,atl,atl_2019
47,Active Roster:,G,169411,0.09,2019,atl,atl_2019
48,Active Roster:,CB,142058,0.07,2019,atl,atl_2019
49,Active Roster:,S,100588,0.05,2019,atl,atl_2019
50,Active Roster:,G,67058,0.04,2019,atl,atl_2019
51,Active Roster:,DE,58235,0.03,2019,atl,atl_2019
0,Suspended:,CB,553497,0.29,2019,atl,atl_2019
0,Injured Reserve:,CB,13900000,7.33,2019,atl,atl_2019
1,Injured Reserve:,FS,3416523,1.8,2019,atl,atl_2019
2,Injured Reserve:,G,2875000,1.52,2019,atl,atl_2019
3,Injured Reserve:,DE,2786326,1.47,2019,atl,atl_2019
4,Injured Reserve:,P,2545000,1.34,2019,atl,atl_2019
5,Injured Reserve:,WR,2477434,1.31,2019,atl,atl_2019
6,Injured Reserve:,DE,735000,0.39,2019,atl,atl_2019
7,Injured Reserve:,FS,735000,0.39,2019,atl,atl_2019
8,Injured Reserve:,RB,725218,0.38,2019,atl,atl_2019
9,Injured Reserve:,DE,410294,0.22,2019,atl,atl_2019
10,Injured Reserve:,DT,408000,0.22,2019,atl,atl_2019
11,Injured Reserve:,QB,408000,0.22,2019,atl,atl_2019
12,Injured Reserve:,QB,378000,0.2,2019,atl,atl_2019
13,Injured Reserve:,TE,378000,0.2,2019,atl,atl_2019
14,Injured Reserve:,SS,325941,0.17,2019,atl,atl_2019
0,Practice Squad:,S,136000,0.07,2019,atl,atl_2019
1,Practice Squad:,OLB,16000,0.01,2019,atl,atl_2019
0,Dead:,WR,3870588,2.04,2019,atl,atl_2019
1,Dead:,K,3645834,1.92,2019,atl,atl_2019
2,Dead:,G,2500000,1.32,2019,atl,atl_2019
3,Dead:,RT,1300000,0.69,2019,atl,atl_2019
4,Dead:,CB,1200000,0.63,2019,atl,atl_2019
5,Dead:,TE,1000000,0.53,2019,atl,atl_2019
6,Dead:,DE,940000,0.5,2019,atl,atl_2019
7,Dead:,G,677647,0.36,2019,atl,atl_2019
8,Dead:,G,436306,0.23,2019,atl,atl_2019
9,Dead:,OLB,435877,0.23,2019,atl,atl_2019
10,Dead:,OLB,393379,0.21,2019,atl,atl_2019
11,Dead:,S,333525,0.18,2019,atl,atl_2019
12,Dead:,WR,215352,0.11,2019,atl,atl_2019
13,Dead:,P,151765,0.08,2019,atl,atl_2019
14,Dead:,DE,140469,0.07,2019,atl,atl_2019
15,Dead:,TE,133117,0.07,2019,atl,atl_2019
16,Dead:,P,121823,0.06,2019,atl,atl_2019
17,Dead:,CB,113823,0.06,2019,atl,atl_2019
18,Dead:,G,104000,0.05,2019,atl,atl_2019
19,Dead:,DT,104000,0.05,2019,atl,atl_2019
20,Dead:,TE,90000,0.05,2019,atl,atl_2019
21,Dead:,P,87352,0.05,2019,atl,atl_2019
22,Dead:,WR,80000,0.04,2019,atl,atl_2019
23,Dead:,S,80000,0.04,2019,atl,atl_2019
24,Dead:,DT,78667,0.04,2019,atl,atl_2019
25,Dead:,WR,72000,0.04,2019,atl,atl_2019
26,Dead:,S,64000,0.03,2019,atl,atl_2019
27,Dead:,TE,56847,0.03,2019,atl,atl_2019
28,Dead:,WR,56000,0.03,2019,atl,atl_2019
29,Dead:,RB,56000,0.03,2019,atl,atl_2019
30,Dead:,WR,36963,0.02,2019,atl,atl_2019
31,Dead:,SS,24000,0.01,2019,atl,atl_2019
32,Dead:,ILB,24000,0.01,2019,atl,atl_2019
33,Dead:,WR,18446,0.01,2019,atl,atl_2019
34,Dead:,G,16000,0.01,2019,atl,atl_2019
35,Dead:,G,8000,0.0,2019,atl,atl_2019
36,Dead:,QB,6667,0.0,2019,atl,atl_2019
37,Dead:,OLB,5000,0.0,2019,atl,atl_2019
38,Dead:,CB,3334,0.0,2019,atl,atl_2019
39,Dead:,FB,3334,0.0,2019,atl,atl_2019
40,Dead:,CB,3333,0.0,2019,atl,atl_2019
41,Dead:,DE,2333,0.0,2019,atl,atl_2019
42,Dead:,WR,1666,0.0,2019,atl,atl_2019
43,Dead:,T,1333,0.0,2019,atl,atl_2019
44,Dead:,OLB,1166,0.0,2019,atl,atl_2019
45,Dead:,LB,1166,0.0,2019,atl,atl_2019
46,Dead:,WR,1000,0.0,2019,atl,atl_2019
47,Dead:,S,833,0.0,2019,atl,atl_2019
48,Dead:,WR,833,0.0,2019,atl,atl_2019
49,Dead:,LS,667,0.0,2019,atl,atl_2019
50,Dead:,C,666,0.0,2019,atl,atl_2019
51,Dead:,WR,500,0.0,2019,atl,atl_2019
0,Active Roster:,CB,15850685,8.44,2019,blt,blt_2019
1,Active Roster:,DT,14170000,7.55,2019,blt,blt_2019
2,Active Roster:,LT,10517744,5.6,2019,blt,blt_2019
3,Active Roster:,G,9125222,4.86,2019,blt,blt_2019
4,Active Roster:,CB,7382059,3.93,2019,blt,blt_2019
5,Active Roster:,CB,7000000,3.73,2019,blt,blt_2019
6,Active Roster:,FS,7000000,3.73,2019,blt,blt_2019
7,Active Roster:,WR,5587941,2.98,2019,blt,blt_2019
8,Active Roster:,RT,4750000,2.53,2019,blt,blt_2019
9,Active Roster:,K,4696668,2.5,2019,blt,blt_2019
10,Active Roster:,P,3950000,2.1,2019,blt,blt_2019
11,Active Roster:,RB,3333333,1.78,2019,blt,blt_2019
12,Active Roster:,TE,3333333,1.78,2019,blt,blt_2019
13,Active Roster:,CB,3231131,1.72,2019,blt,blt_2019
14,Active Roster:,ILB,3095000,1.65,2019,blt,blt_2019
15,Active Roster:,DT,3095000,1.65,2019,blt,blt_2019
16,Active Roster:,TE,2508188,1.34,2019,blt,blt_2019
17,Active Roster:,QB,2152646,1.15,2019,blt,blt_2019
18,Active Roster:,WR,2143153,1.14,2019,blt,blt_2019
19,Active Roster:,OLB,2088934,1.11,2019,blt,blt_2019
20,Active Roster:,WR,2000000,1.07,2019,blt,blt_2019
21,Active Roster:,SS,1733334,0.92,2019,blt,blt_2019
22,Active Roster:,OLB,1520621,0.81,2019,blt,blt_2019
23,Active Roster:,QB,1500000,0.8,2019,blt,blt_2019
24,Active Roster:,LS,1240000,0.66,2019,blt,blt_2019
25,Active Roster:,FB,980501,0.52,2019,blt,blt_2019
26,Active Roster:,DE,960660,0.51,2019,blt,blt_2019
27,Active Roster:,WR,869090,0.46,2019,blt,blt_2019
28,Active Roster:,RT,843430,0.45,2019,blt,blt_2019
29,Active Roster:,TE,833665,0.44,2019,blt,blt_2019
30,Active Roster:,CB,735249,0.39,2019,blt,blt_2019
31,Active Roster:,DE,720827,0.38,2019,blt,blt_2019
32,Active Roster:,WR,709232,0.38,2019,blt,blt_2019
33,Active Roster:,S,688701,0.37,2019,blt,blt_2019
34,Active Roster:,RB,680414,0.36,2019,blt,blt_2019
35,Active Roster:,G,669383,0.36,2019,blt,blt_2019
36,Active Roster:,WR,640095,0.34,2019,blt,blt_2019
37,Active Roster:,ILB,615588,0.33,2019,blt,blt_2019
38,Active Roster:,G,599602,0.32,2019,blt,blt_2019
39,Active Roster:,CB,594472,0.32,2019,blt,blt_2019
40,Active Roster:,ILB,571333,0.3,2019,blt,blt_2019
41,Active Roster:,RB,570000,0.3,2019,blt,blt_2019
42,Active Roster:,QB,535172,0.29,2019,blt,blt_2019
43,Active Roster:,DT,508235,0.27,2019,blt,blt_2019
44,Active Roster:,C,497666,0.27,2019,blt,blt_2019
45,Active Roster:,ILB,493235,0.26,2019,blt,blt_2019
46,Active Roster:,SS,463765,0.25,2019,blt,blt_2019
47,Active Roster:,SS,379412,0.2,2019,blt,blt_2019
48,Active Roster:,WR,378823,0.2,2019,blt,blt_2019
49,Active Roster:,DT,331470,0.18,2019,blt,blt_2019
50,Active Roster:,DT,265588,0.14,2019,blt,blt_2019
51,Active Roster:,G,211765,0.11,2019,blt,blt_2019
52,Active Roster:,C,169411,0.09,2019,blt,blt_2019
0,Injured Reserve:,SS,12656666,6.74,2019,blt,blt_2019
1,Injured Reserve:,CB,3651282,1.95,2019,blt,blt_2019
2,Injured Reserve:,OLB,775000,0.41,2019,blt,blt_2019
3,Injured Reserve:,C,645000,0.34,2019,blt,blt_2019
4,Injured Reserve:,S,609448,0.32,2019,blt,blt_2019
5,Injured Reserve:,DT,521643,0.28,2019,blt,blt_2019
6,Injured Reserve:,ILB,401981,0.21,2019,blt,blt_2019
7,Injured Reserve:,G,378000,0.2,2019,blt,blt_2019
8,Injured Reserve:,S,378000,0.2,2019,blt,blt_2019
9,Injured Reserve:,CB,88000,0.05,2019,blt,blt_2019
10,Injured Reserve:,T,48000,0.03,2019,blt,blt_2019
0,Practice Squad:,RB,64000,0.03,2019,blt,blt_2019
1,Practice Squad:,FB,0,0.0,2019,blt,blt_2019
0,Dead:,QB,16000000,8.52,2019,blt,blt_2019
1,Dead:,WR,4666668,2.49,2019,blt,blt_2019
2,Dead:,CB,2000000,1.07,2019,blt,blt_2019
3,Dead:,FS,1750000,0.93,2019,blt,blt_2019
4,Dead:,ILB,595391,0.32,2019,blt,blt_2019
5,Dead:,CB,585882,0.31,2019,blt,blt_2019
6,Dead:,CB,389912,0.21,2019,blt,blt_2019
7,Dead:,DE,385934,0.21,2019,blt,blt_2019
8,Dead:,OLB,376523,0.2,2019,blt,blt_2019
9,Dead:,ILB,361152,0.19,2019,blt,blt_2019
10,Dead:,G,314690,0.17,2019,blt,blt_2019
11,Dead:,DE,211254,0.11,2019,blt,blt_2019
12,Dead:,CB,203823,0.11,2019,blt,blt_2019
13,Dead:,OLB,200000,0.11,2019,blt,blt_2019
14,Dead:,DE,170000,0.09,2019,blt,blt_2019
15,Dead:,DE,169823,0.09,2019,blt,blt_2019
16,Dead:,WR,155333,0.08,2019,blt,blt_2019
17,Dead:,RB,144000,0.08,2019,blt,blt_2019
18,Dead:,TE,137500,0.07,2019,blt,blt_2019
19,Dead:,G,136000,0.07,2019,blt,blt_2019
20,Dead:,G,133576,0.07,2019,blt,blt_2019
21,Dead:,RB,129744,0.07,2019,blt,blt_2019
22,Dead:,CB,128000,0.07,2019,blt,blt_2019
23,Dead:,DT,128000,0.07,2019,blt,blt_2019
24,Dead:,G,122975,0.07,2019,blt,blt_2019
25,Dead:,DT,95849,0.05,2019,blt,blt_2019
26,Dead:,G,80000,0.04,2019,blt,blt_2019
27,Dead:,OLB,68000,0.04,2019,blt,blt_2019
28,Dead:,WR,67170,0.04,2019,blt,blt_2019
29,Dead:,T,63131,0.03,2019,blt,blt_2019
30,Dead:,WR,56166,0.03,2019,blt,blt_2019
31,Dead:,DT,53333,0.03,2019,blt,blt_2019
32,Dead:,OLB,32000,0.02,2019,blt,blt_2019
33,Dead:,T,32000,0.02,2019,blt,blt_2019
34,Dead:,TE,25333,0.01,2019,blt,blt_2019
35,Dead:,DT,24000,0.01,2019,blt,blt_2019
36,Dead:,LB,22235,0.01,2019,blt,blt_2019
37,Dead:,S,16000,0.01,2019,blt,blt_2019
38,Dead:,RB,16000,0.01,2019,blt,blt_2019
39,Dead:,OLB,11666,0.01,2019,blt,blt_2019
40,Dead:,T,9000,0.0,2019,blt,blt_2019
41,Dead:,ILB,8000,0.0,2019,blt,blt_2019
42,Dead:,WR,3334,0.0,2019,blt,blt_2019
43,Dead:,OLB,2000,0.0,2019,blt,blt_2019
44,Dead:,C,2000,0.0,2019,blt,blt_2019
45,Dead:,WR,2000,0.0,2019,blt,blt_2019
46,Dead:,ILB,1666,0.0,2019,blt,blt_2019
47,Dead:,K,1333,0.0,2019,blt,blt_2019
48,Dead:,ILB,668,0.0,2019,blt,blt_2019
49,Dead:,LS,667,0.0,2019,blt,blt_2019
0,Active Roster:,DE,12950000,6.46,2019,buf,buf_2019
1,Active Roster:,DT,11500000,5.74,2019,buf,buf_2019
2,Active Roster:,C,11250000,5.61,2019,buf,buf_2019
3,Active Roster:,DE,8800000,4.39,2019,buf,buf_2019
4,Active Roster:,WR,7468750,3.73,2019,buf,buf_2019
5,Active Roster:,WR,6868750,3.43,2019,buf,buf_2019
6,Active Roster:,SS,6618750,3.3,2019,buf,buf_2019
7,Active Roster:,TE,5112500,2.55,2019,buf,buf_2019
8,Active Roster:,K,5025000,2.51,2019,buf,buf_2019
9,Active Roster:,QB,4814326,2.4,2019,buf,buf_2019
10,Active Roster:,RT,4800000,2.39,2019,buf,buf_2019
11,Active Roster:,DT,4500000,2.25,2019,buf,buf_2019
12,Active Roster:,FS,4325000,2.16,2019,buf,buf_2019
13,Active Roster:,C,3875000,1.93,2019,buf,buf_2019
14,Active Roster:,OLB,3750000,1.87,2019,buf,buf_2019
15,Active Roster:,DT,3577301,1.78,2019,buf,buf_2019
16,Active Roster:,G,3500000,1.75,2019,buf,buf_2019
17,Active Roster:,TE,3500000,1.75,2019,buf,buf_2019
18,Active Roster:,DE,3270586,1.63,2019,buf,buf_2019
19,Active Roster:,CB,3000000,1.5,2019,buf,buf_2019
20,Active Roster:,ILB,2877169,1.44,2019,buf,buf_2019
21,Active Roster:,CB,2752121,1.37,2019,buf,buf_2019
22,Active Roster:,WR,2600000,1.3,2019,buf,buf_2019
23,Active Roster:,FB,2150000,1.07,2019,buf,buf_2019
24,Active Roster:,G,2050000,1.02,2019,buf,buf_2019
25,Active Roster:,RB,2000000,1.0,2019,buf,buf_2019
26,Active Roster:,QB,1775000,0.89,2019,buf,buf_2019
27,Active Roster:,OLB,1525000,0.76,2019,buf,buf_2019
28,Active Roster:,RT,1364994,0.68,2019,buf,buf_2019
29,Active Roster:,RB,1300000,0.65,2019,buf,buf_2019
30,Active Roster:,LT,1140883,0.57,2019,buf,buf_2019
31,Active Roster:,LS,850000,0.42,2019,buf,buf_2019
32,Active Roster:,RB,753956,0.38,2019,buf,buf_2019
33,Active Roster:,CB,731517,0.36,2019,buf,buf_2019
34,Active Roster:,OLB,710376,0.35,2019,buf,buf_2019
35,Active Roster:,TE,700545,0.35,2019,buf,buf_2019
36,Active Roster:,FS,645000,0.32,2019,buf,buf_2019
37,Active Roster:,SS,645000,0.32,2019,buf,buf_2019
38,Active Roster:,WR,645000,0.32,2019,buf,buf_2019
39,Active Roster:,S,641504,0.32,2019,buf,buf_2019
40,Active Roster:,G,570000,0.28,2019,buf,buf_2019
41,Active Roster:,P,570000,0.28,2019,buf,buf_2019
42,Active Roster:,WR,570000,0.28,2019,buf,buf_2019
43,Active Roster:,LB,570000,0.28,2019,buf,buf_2019
44,Active Roster:,CB,570000,0.28,2019,buf,buf_2019
45,Active Roster:,S,541085,0.27,2019,buf,buf_2019
46,Active Roster:,DE,519522,0.26,2019,buf,buf_2019
47,Active Roster:,TE,519046,0.26,2019,buf,buf_2019
48,Active Roster:,RB,508235,0.25,2019,buf,buf_2019
49,Active Roster:,G,495000,0.25,2019,buf,buf_2019
50,Active Roster:,WR,378534,0.19,2019,buf,buf_2019
51,Active Roster:,DT,341470,0.17,2019,buf,buf_2019
52,Active Roster:,DT,303529,0.15,2019,buf,buf_2019
0,Injured Reserve:,RT,2000000,1.0,2019,buf,buf_2019
1,Injured Reserve:,LB,1000000,0.5,2019,buf,buf_2019
2,Injured Reserve:,DT,802760,0.4,2019,buf,buf_2019
3,Injured Reserve:,LB,458324,0.23,2019,buf,buf_2019
4,Injured Reserve:,TE,395000,0.2,2019,buf,buf_2019
5,Injured Reserve:,DE,393000,0.2,2019,buf,buf_2019
0,Dead:,TE,4500000,2.25,2019,buf,buf_2019
1,Dead:,RB,2875000,1.43,2019,buf,buf_2019
2,Dead:,QB,2000000,1.0,2019,buf,buf_2019
3,Dead:,WR,1121035,0.56,2019,buf,buf_2019
4,Dead:,RB,750000,0.37,2019,buf,buf_2019
5,Dead:,C,700000,0.35,2019,buf,buf_2019
6,Dead:,WR,550000,0.27,2019,buf,buf_2019
7,Dead:,FS,400000,0.2,2019,buf,buf_2019
8,Dead:,CB,350000,0.17,2019,buf,buf_2019
9,Dead:,G,329118,0.16,2019,buf,buf_2019
10,Dead:,DT,257647,0.13,2019,buf,buf_2019
11,Dead:,DE,204000,0.1,2019,buf,buf_2019
12,Dead:,DT,188574,0.09,2019,buf,buf_2019
13,Dead:,T,177932,0.09,2019,buf,buf_2019
14,Dead:,LB,169000,0.08,2019,buf,buf_2019
15,Dead:,QB,162000,0.08,2019,buf,buf_2019
16,Dead:,LB,159685,0.08,2019,buf,buf_2019
17,Dead:,T,151764,0.08,2019,buf,buf_2019
18,Dead:,CB,138166,0.07,2019,buf,buf_2019
19,Dead:,DT,131765,0.07,2019,buf,buf_2019
20,Dead:,TE,128000,0.06,2019,buf,buf_2019
21,Dead:,WR,127956,0.06,2019,buf,buf_2019
22,Dead:,QB,119748,0.06,2019,buf,buf_2019
23,Dead:,WR,108333,0.05,2019,buf,buf_2019
24,Dead:,QB,90000,0.04,2019,buf,buf_2019
25,Dead:,OLB,90000,0.04,2019,buf,buf_2019
