TEAM,STATUS,PLAYER,POS.,BASE SALARY,SIGNING BONUS,ROSTER BONUS,OPTION BONUS,WORKOUT BONUS,RESTRUC. BONUS,MISC.,DEAD CAP,CAP HIT,CAP %
sf,,PLAYER (1),POS.,BASE SALARY,SIGNING BONUS,ROSTER BONUS,OPTION BONUS,WORKOUT BONUS,RESTRUC. BONUS,MISC.,DEAD CAP,CAP HIT,CAP %
sf,injured,Tarvarius Moore,FS,"$920,000 ","$196,093 ",-,-,-,-,-,"($196,093)","$1,116,093 ",0.57
sf,,Reserve/PUP:,,"$920,000 ","$196,093 ",-,-,-,-,-,-,"$1,116,093 ",0.57
sf,,,,,,,,,,,,,
sf,,,,,,,,,,,,,
sf,practice,2021 Practice Squad,,,,,,,,,,,
sf,practice,Cap breakdowns for players currently on a team's practice squad. All count against the team's salary cap.,,,,,,,,,,,
sf,practice,PLAYER (14),POS.,BASE SALARY,SIGNING BONUS,ROSTER BONUS,OPTION BONUS,WORKOUT BONUS,RESTRUC. BONUS,MISC.,DEAD CAP,CAP HIT,CAP %
sf,practice,Jon Halapio,C,"$168,000 ",-,-,-,-,-,-,-,"$168,000 ",0.09
sf,practice,Alex Barrett,DE,"$165,600 ",-,-,-,-,-,-,-,"$165,600 ",0.08
sf,practice,Alfredo Gutierrez,T,"$165,600 ",-,-,-,-,-,-,-,"$165,600 ",0.08
sf,practice,Josh Hokit,FB,"$165,600 ",-,-,-,-,-,-,-,"$165,600 ",0.08
sf,practice,Jordan Matthews,WR,"$140,000 ",-,-,-,-,-,-,-,"$140,000 ",0.07
sf,practice,Connor Wedington,WR,"$128,800 ",-,-,-,-,-,-,-,"$128,800 ",0.07
sf,practice,Saivion Smith,CB,"$82,800 ",-,-,-,-,-,-,-,"$82,800 ",0.04
sf,practice,Chris Slayton,DT,"$73,600 ",-,-,-,-,-,-,-,"$73,600 ",0.04
sf,practice,Austin Mack,WR,"$46,000 ",-,-,-,-,-,-,-,"$46,000 ",0.02
sf,practice,Lavert Hill,CB,"$36,800 ",-,-,-,-,-,-,-,"$36,800 ",0.02
sf,practice,Wyatt Miller,T,"$36,800 ",-,-,-,-,-,-,-,"$36,800 ",0.02
sf,practice,Brian Hill,RB,"$14,000 ",-,-,-,-,-,-,-,"$14,000 ",0.01
sf,practice,Nate Sudfeld,QB,"$14,000 ",-,-,-,-,-,-,-,"$14,000 ",0.01
sf,practice,Tanner Hudson,TE,-,-,-,-,-,-,-,-,-,0
sf,practice,Practice Squad:,,"$1,237,600 ",-,-,-,-,-,-,-,"$1,237,600 ",0.63
sf,,,,,,,,,,,,,
sf,,,,,,,,,,,,,
sf,dead cap,2021 Dead Cap,,,,,,,,,,,
sf,dead cap,Cap breakdowns for players who have been traded or released. All count against the team's salary cap.,,,,,,,,,,,
sf,dead cap,PLAYER (67),POS.,BASE SALARY,SIGNING BONUS,ROSTER BONUS,OPTION BONUS,WORKOUT BONUS,RESTRUC. BONUS,MISC.,DEAD CAP,CAP HIT,CAP %
sf,dead cap,Kwon Alexander,ILB,-,"$2,000,000 ",-,"$200,115 ",-,"$4,708,820 ",-,-,"$6,908,935 ",3.53
sf,dead cap,Weston Richburg,C,-,"$1,860,000 ",-,-,-,"$1,593,651 ",-,-,"$3,453,651 ",1.76
sf,dead cap,Jerick McKinnon,RB,-,"$2,000,000 ",-,-,-,-,-,-,"$2,000,000 ",1.02
sf,dead cap,Marquise Goodwin,WR,-,"$1,250,000 ",-,-,-,-,-,-,"$1,250,000 ",0.64
sf,dead cap,Zach Kerr,DE,"$1,075,000 ","$50,000 ","$20,588 ",-,-,-,-,-,"$1,145,588 ",0.59
sf,dead cap,Jalen Hurd,WR,"$540,260 ","$283,123 ",-,-,-,-,-,-,"$823,383 ",0.42
sf,dead cap,Tanner Hudson,TE,"$742,686 ",-,-,-,-,-,-,-,"$742,686 ",0.38
sf,dead cap,Dante Pettis,WR,-,"$683,740 ",-,-,-,-,-,-,"$683,740 ",0.35
sf,dead cap,MyCole Pruitt,TE,"$500,000 ","$137,500 ",-,-,-,-,-,-,"$637,500 ",0.33
sf,dead cap,Dre Kirkpatrick,CB,"$537,498 ",-,-,-,-,-,-,-,"$537,498 ",0.27
sf,dead cap,Nate Sudfeld,QB,"$416,000 ",-,-,-,-,-,-,-,"$416,000 ",0.21
sf,dead cap,Davontae Harris,CB,"$404,666 ",-,-,-,-,-,-,-,"$404,666 ",0.21
sf,dead cap,River Cracraft,WR,"$393,732 ",-,-,-,-,-,-,-,"$393,732 ",0.2
sf,dead cap,Tyrell Adams,OLB,"$331,000 ",-,-,-,-,-,-,-,"$331,000 ",0.17
sf,dead cap,Kai Nacua,S,"$287,644 ",-,-,-,-,-,-,-,"$287,644 ",0.15
sf,dead cap,Jarrod Wilson,S,"$275,000 ",-,-,-,-,-,-,-,"$251,666 ",0.13
sf,dead cap,Saivion Smith,CB,"$210,132 ",-,-,-,-,-,-,-,"$210,132 ",0.11
sf,dead cap,Mychal Kendricks,OLB,"$200,000 ",-,-,-,-,-,-,-,"$200,000 ",0.1
sf,dead cap,Joey Slye,K,"$188,888 ",-,-,-,-,-,-,-,"$188,888 ",0.1
sf,dead cap,Tony Jefferson,SS,"$175,444 ",-,-,-,-,-,-,-,"$175,444 ",0.09
sf,dead cap,Brian Hill,RB,"$165,000 ",-,-,-,-,-,-,-,"$165,000 ",0.08
sf,dead cap,Shon Coleman,T,-,"$137,500 ",-,-,-,-,-,-,"$137,500 ",0.07
sf,dead cap,Jacques Patrick,RB,"$128,400 ",-,-,-,-,-,-,-,"$128,400 ",0.07
sf,dead cap,Jordan Matthews,WR,"$125,000 ",-,-,-,-,-,-,-,"$125,000 ",0.06
sf,dead cap,Buster Skrine,CB,"$119,444 ",-,-,-,-,-,-,-,"$119,444 ",0.06
sf,dead cap,Austin Watkins,WR,"$107,600 ","$8,333 ",-,-,-,-,-,-,"$115,933 ",0.06
sf,dead cap,Elijah Sullivan,LT,"$104,200 ","$10,000 ",-,-,-,-,-,-,"$114,200 ",0.06
sf,dead cap,Nate Gerry,OLB,"$112,000 ",-,-,-,-,-,-,-,"$112,000 ",0.06
sf,dead cap,Curtis Robinson,ILB,"$91,732 ",-,-,-,-,-,-,-,"$91,732 ",0.05
sf,dead cap,Doug Middleton,FS,"$84,000 ",-,-,-,-,-,-,-,"$84,000 ",0.04
sf,dead cap,Eddie Yarbrough,DE,"$84,000 ",-,-,-,-,-,-,-,"$84,000 ",0.04
sf,dead cap,Jauan Jennings,WR,-,"$83,268 ",-,-,-,-,-,-,"$83,268 ",0.04
sf,dead cap,Colton McKivitz,T,-,"$81,829 ",-,-,-,-,-,-,"$81,829 ",0.04
sf,dead cap,Tim Harris,CB,-,"$79,154 ",-,-,-,-,-,-,"$79,154 ",0.04
sf,dead cap,D.J. Reed,S,-,"$77,844 ",-,-,-,-,-,-,"$77,844 ",0.04
sf,dead cap,Senio Kelemete,G,"$70,000 ",-,-,-,-,-,-,-,"$70,000 ",0.04
sf,dead cap,Kerryon Johnson,RB,"$69,511 ",-,-,-,-,-,-,-,"$69,511 ",0.04
sf,dead cap,Luq Barcoo,CB,"$64,400 ",-,-,-,-,-,-,-,"$64,400 ",0.03
sf,dead cap,Jared Mayden,S,"$55,200 ","$6,667 ",-,-,-,-,-,-,"$61,867 ",0.03
sf,dead cap,Dontae Johnson,CB,"$59,722 ",-,-,-,-,-,-,-,"$59,722 ",0.03
sf,dead cap,Travis Benjamin,WR,"$56,000 ",-,-,-,-,-,-,-,"$56,000 ",0.03
sf,dead cap,Justin March,OLB,"$55,000 ",-,-,-,-,-,-,-,"$55,000 ",0.03
sf,dead cap,Mark Nzeocha,OLB,"$55,000 ",-,-,-,-,-,-,-,"$55,000 ",0.03
sf,dead cap,Corbin Kaufusi,T,"$46,000 ",-,-,-,-,-,-,-,"$46,000 ",0.02
sf,dead cap,Will Parks,S,"$42,000 ",-,-,-,-,-,-,-,"$42,000 ",0.02
sf,dead cap,Devin Funchess,WR,"$28,000 ",-,-,-,-,-,-,-,"$28,000 ",0.01
sf,dead cap,Chris Thompson,RB,"$28,000 ",-,-,-,-,-,-,-,"$28,000 ",0.01
sf,dead cap,Curtis Bolton,LB,"$27,600 ",-,-,-,-,-,-,-,"$27,600 ",0.01
sf,dead cap,Jullian Taylor,DT,-,"$24,510 ",-,-,-,-,-,-,"$24,510 ",0.01
sf,dead cap,Josh Pederson,TE,"$20,000 ","$2,666 ",-,-,-,-,-,-,"$22,666 ",0.01
sf,dead cap,Tyler Bray,QB,"$18,400 ",-,-,-,-,-,-,-,"$18,400 ",0.01
sf,dead cap,Dee Virgin,CB,"$18,400 ",-,-,-,-,-,-,-,"$18,400 ",0.01
sf,dead cap,Darrion Daniels,DT,-,"$16,667 ",-,-,-,-,-,-,"$16,667 ",0.01
sf,dead cap,DeMarkus Acy,CB,-,"$10,000 ",-,-,-,-,-,-,"$10,000 ",0.01
sf,dead cap,Chris Finke,WR,-,"$10,000 ",-,-,-,-,-,-,"$10,000 ",0.01
sf,dead cap,JaMycal Hasty,RB,-,"$10,000 ",-,-,-,-,-,-,"$10,000 ",0.01
sf,dead cap,Justin Hilliard,LB,-,"$10,000 ",-,-,-,-,-,-,"$10,000 ",0.01
sf,dead cap,Christian Elliss,DE,"$9,200 ",-,-,-,-,-,-,-,"$9,200 ",0
sf,dead cap,Rashad Smith,LB,"$9,200 ",-,-,-,-,-,-,-,"$9,200 ",0
sf,dead cap,Colby Wadman,P,"$9,200 ",-,-,-,-,-,-,-,"$9,200 ",0
sf,dead cap,Isaiah Zuber,WR,"$9,200 ",-,-,-,-,-,-,-,"$9,200 ",0
sf,dead cap,Salvon Ahmed,RB,-,"$6,667 ",-,-,-,-,-,-,"$6,667 ",0
sf,dead cap,Jonas Griffith,LB,-,"$5,334 ",-,-,-,-,-,-,"$5,334 ",0
sf,dead cap,Chase Harrell,TE,-,"$5,334 ",-,-,-,-,-,-,"$5,334 ",0
sf,dead cap,Josh Hokit,FB,-,"$3,334 ",-,-,-,-,-,-,"$3,334 ",0
sf,dead cap,Shawn Poindexter,WR,-,"$1,667 ",-,-,-,-,-,-,"$1,667 ",0
sf,dead cap,Broc Rutter,QB,-,$186 ,-,-,-,-,-,-,$186 ,0
sf,dead cap,Dead:,,"$8,149,359 ","$8,855,323 ","$20,588 ","$200,115 ",-,"$6,302,471 ",-,-,"$23,504,522 ",12.01
sea,active,Russell Wilson,QB,"$19,000,000 ","$13,000,000 ",-,-,-,-,-,"($58,000,000)","$32,000,000 ",17.4
sea,active,Bobby Wagner,ILB,"$13,150,000 ","$3,750,000 ","$250,000 ",-,-,-,-,"($20,650,000)","$17,150,000 ",9.32
sea,active,Duane Brown,LT,"$4,000,000 ","$2,000,000 ",-,-,-,"$3,500,000 ","$350,000 ","($6,000,000)","$9,850,000 ",5.36
sea,active,Tyler Lockett,WR,"$2,000,000 ","$6,050,000 ",-,-,-,-,-,"($39,250,000)","$8,050,000 ",4.38
sea,active,Jason Myers,K,"$3,350,000 ","$1,000,000 ",-,-,-,-,-,"($5,350,000)","$4,350,000 ",2.37
sea,active,Gabe Jackson,G,"$1,075,000 ","$3,000,000 ",-,-,-,-,-,"($10,075,000)","$4,075,000 ",2.22
sea,active,Gerald Everett,TE,"$2,000,000 ","$2,000,000 ",-,-,-,-,-,"($6,000,000)","$4,000,000 ",2.17
sea,active,Quandre Diggs,FS,"$1,000,000 ",-,-,-,"$100,000 ","$2,525,000 ",-,"($6,150,000)","$3,625,000 ",1.97
sea,active,Rashaad Penny,RB,"$1,948,014 ","$1,477,353 ",-,-,-,-,-,"($2,057,353)","$3,425,367 ",1.86
sea,active,L.J. Collier,DE,"$1,480,098 ","$1,475,196 ",-,-,-,-,-,"($5,416,815)","$2,955,294 ",1.61
sea,active,Carlos Dunlap,DE,"$1,500,000 ","$1,400,000 ",-,-,-,-,-,"($8,500,000)","$2,900,000 ",1.58
sea,active,Jordyn Brooks,OLB,"$1,166,164 ","$1,614,656 ",-,-,-,-,-,"($10,010,952)","$2,780,820 ",1.51
sea,active,Poona Ford,DT,"$920,000 ","$1,750,000 ",-,-,-,-,-,"($7,500,000)","$2,670,000 ",1.45
sea,active,Al Woods,DT,"$1,250,000 ","$750,000 ","$411,765 ",-,-,-,-,"($1,250,000)","$2,411,765 ",1.31
sea,active,Michael Dickson,P,"$1,000,000 ","$1,372,540 ",-,-,-,-,-,"($7,572,540)","$2,372,540 ",1.29
sea,active,Benson Mayowa,DE,"$1,100,000 ","$750,000 ","$390,000 ",-,-,-,-,"($4,100,000)","$2,240,000 ",1.22
sea,active,Ethan Pocic,C,"$1,000,000 ","$1,000,000 ",-,-,-,-,-,"($3,000,000)","$2,000,000 ",1.09
sea,active,Kerry Hyder,DE,"$1,100,000 ","$850,000 ",-,-,-,-,-,"($3,650,000)","$1,950,000 ",1.06
sea,active,Nick Bellore,FB,"$1,100,000 ","$600,000 ",-,-,-,-,-,"($2,300,000)","$1,700,000 ",0.92
sea,active,Darrell Taylor,DE,"$917,478 ","$619,910 ",-,-,-,-,-,"($2,777,208)","$1,537,388 ",0.84
sea,active,Sidney Jones,CB,"$1,050,000 ",-,"$238,235 ",-,-,-,-,"($250,000)","$1,288,235 ",0.7
sea,active,D.K. Metcalf,WR,"$911,914 ","$338,827 ",-,-,-,-,-,"($677,654)","$1,250,741 ",0.68
sea,active,Rasheem Green,DE,"$920,000 ","$228,139 ",-,-,-,-,-,"($228,139)","$1,148,139 ",0.62
sea,active,Tyler Ott,LS,"$990,000 ","$125,000 ",-,-,-,-,-,"($1,240,000)","$1,115,000 ",0.61
sea,active,Damien Lewis,G,"$832,824 ","$281,298 ",-,-,-,-,-,"($843,894)","$1,114,122 ",0.61
sea,active,Will Dissly,TE,"$920,000 ","$162,569 ",-,-,-,-,-,"($162,569)","$1,082,569 ",0.59
sea,active,D'Wayne Eskridge,WR,"$660,000 ","$422,455 ",-,-,-,-,-,"($2,620,434)","$1,082,455 ",0.59
sea,active,Cody Barton,ILB,"$850,000 ","$221,031 ",-,-,-,-,-,"($442,062)","$1,071,031 ",0.58
sea,active,Ugo Amadi,CB,"$850,000 ","$161,299 ",-,-,-,-,-,"($322,598)","$1,011,299 ",0.55
sea,active,Geno Smith,QB,"$1,075,000 ","$137,500 ",-,-,-,-,-,"($1,212,500)","$987,500 ",0.54
sea,active,Ryan Neal,CB,"$920,000 ",-,-,-,-,-,-,-,"$920,000 ",0.5
sea,active,D.J. Reed,CB,"$920,000 ",-,-,-,-,-,-,-,"$920,000 ",0.5
sea,active,Jamarco Jones,LT,"$850,000 ","$61,253 ",-,-,-,-,-,"($61,253)","$911,253 ",0.5
sea,active,DeeJay Dallas,RB,"$780,000 ","$123,600 ",-,-,-,-,-,"($370,800)","$903,600 ",0.49
sea,active,Colby Parkinson,TE,"$723,333 ","$167,610 ",-,-,-,-,-,"($502,830)","$890,943 ",0.48
sea,active,Travis Homer,RB,"$850,000 ","$35,704 ",-,-,-,-,-,"($71,408)","$885,704 ",0.48
sea,active,Alton Robinson,DE,"$780,000 ","$87,837 ",-,-,-,-,-,"($263,511)","$867,837 ",0.47
sea,active,Blessuan Austin,CB,"$850,000 ",-,-,-,-,-,-,-,"$850,000 ",0.46
sea,active,Bryan Mone,DT,"$850,000 ",-,-,-,-,-,-,-,"$850,000 ",0.46
sea,active,Freddie Swain,WR,"$780,000 ","$32,353 ",-,-,-,-,-,"($97,059)","$812,353 ",0.44
sea,active,Penny Hart,WR,"$780,000 ",-,-,-,-,-,-,-,"$780,000 ",0.42
sea,active,John Reid,CB,"$780,000 ",-,-,-,-,-,-,-,"$780,000 ",0.42
sea,active,Robert Nkemdiche,DE,"$825,000 ",-,-,-,-,-,-,-,"$708,333 ",0.39
sea,active,Stone Forsythe,LT,"$660,000 ","$41,656 ",-,-,-,-,-,"($166,624)","$701,656 ",0.38
sea,active,Jake Curhan,RT,"$660,000 ","$9,500 ",-,-,-,-,-,"($28,500)","$669,500 ",0.36
sea,active,Dakoda Shepley,G,"$660,000 ",-,-,-,-,-,-,-,"$660,000 ",0.36
sea,active,Jacob Eason,QB,"$520,002 ",-,-,-,-,-,-,-,"$520,002 ",0.28
sea,active,Nigel Warrior,S,"$415,000 ",-,-,-,-,-,-,-,"$415,000 ",0.23
sea,active,Phil Haynes,G,"$330,554 ",-,-,-,-,-,-,-,"$330,554 ",0.18
sea,active,Tanner Muse,OLB,"$146,664 ",-,-,-,-,-,-,-,"$146,664 ",0.08
sea,active,Josh Jones,S,"$55,000 ",-,-,-,-,-,-,-,"$55,000 ",0.03
sea,active,Aaron Fuller,WR,"$36,666 ",-,-,-,-,-,-,-,"$36,666 ",0.02
sea,active,Michael Jackson,CB,"$36,666 ",-,-,-,-,-,-,-,"$36,666 ",0.02
sea,active,Josh Johnson,RB,"$36,666 ",-,-,-,-,-,-,-,"$36,666 ",0.02
sea,active,Tyler Mabry,TE,"$36,666 ",-,-,-,-,-,-,-,"$36,666 ",0.02
sea,active,Cody Thompson,WR,"$36,666 ",-,-,-,-,-,-,-,"$36,666 ",0.02
sea,active,Edmond Robinson,OLB,-,-,-,-,-,-,-,-,-,0
sea,active,Active Roster:,,"$83,435,375 ","$47,097,286 ","$1,290,000 ",-,"$100,000 ","$6,025,000 ","$350,000 ",-,"$137,955,994 ",75
sea,,,,,,,,,,,,,
sea,,,,,,,,,,,,,
sea,injured,2021 Injured Reserve Cap,,,,,,,,,,,
sea,injured,Cap breakdowns for players currently on injured reserve.  denotes a player designated to return. All count against the team's salary cap.,,,,,,,,,,,
sea,injured,PLAYER (12),POS.,BASE SALARY,SIGNING BONUS,ROSTER BONUS,OPTION BONUS,WORKOUT BONUS,RESTRUC. BONUS,MISC.,DEAD CAP,CAP HIT,CAP %
sea,injured,Brandon Shell,RT,"$3,075,000 ","$2,000,000 ","$300,000 ",-,-,-,-,"($5,075,000)","$5,375,000 ",2.92
sea,injured,(Shoulder),,,,,,,,,,,
sea,injured,Jamal Adams,SS,"$1,000,000 ","$4,000,000 ",-,-,-,-,-,"($21,000,000)","$5,000,000 ",2.72
sea,injured,(Shoulder),,,,,,,,,,,
sea,injured,Christopher Carson,RB,"$1,000,000 ","$1,500,000 ",-,-,-,-,"$200,000 ","($5,500,000)","$2,700,000 ",1.47
sea,injured,(Neck),,,,,,,,,,,
sea,injured,Marquise Blair,FS,"$1,061,968 ","$638,936 ",-,-,-,-,-,"($1,277,872)","$1,700,904 ",0.92
sea,injured,(Knee),,,,,,,,,,,
sea,injured,Ben Burr-Kirven,OLB,"$850,000 ","$85,403 ",-,-,-,-,-,"($170,807)","$935,403 ",0.51
sea,injured,(Knee),,,,,,,,,,,
sea,injured,Alex Collins,RB,"$990,000 ",-,-,-,-,-,-,-,"$850,000 ",0.46
sea,injured,(Abdominal),,,,,,,,,,,
sea,injured,Tre Brown,CB,"$591,944 ","$160,166 ",-,-,-,-,-,"($640,664)","$752,110 ",0.41
sea,injured,(Knee),,,,,,,,,,,
sea,injured,Jon Rhattigan,LB,"$623,339 ",-,-,-,-,-,-,-,"$623,339 ",0.34
sea,injured,(Knee-acl),,,,,,,,,,,
sea,injured,John Ursua,WR,"$440,000 ",-,-,-,-,-,-,-,"$440,000 ",0.24
sea,injured,(Knee),,,,,,,,,,,
sea,injured,Marcus Webb,DT,"$415,000 ",-,-,-,-,-,-,-,"$415,000 ",0.23
sea,injured,(Undisclosed),,,,,,,,,,,
sea,injured,Gavin Heslop,CB,"$183,330 ",-,-,-,-,-,-,-,"$183,330 ",0.1
sea,injured,(Leg),,,,,,,,,,,
sea,injured,Adrian Peterson,RB,"$70,000 ",-,-,-,-,-,-,-,"$70,000 ",0.04
sea,injured,(Undisclosed),,,,,,,,,,,
sea,injured,Injured Reserve:,,"$10,300,581 ","$8,384,505 ","$300,000 ",-,-,-,"$200,000 ",-,"$19,045,086 ",10.35
sea,,,,,,,,,,,,,
sea,,,,,,,,,,,,,
sea,injured,2021 Non-Football Injury Cap,,,,,,,,,,,
sea,injured,"Cap breakdowns for players currently on a physically unable to perform, or non-football injury list. All count against the team's salary cap.",,,,,,,,,,,
sea,injured,PLAYER (2),POS.,BASE SALARY,SIGNING BONUS,ROSTER BONUS,OPTION BONUS,WORKOUT BONUS,RESTRUC. BONUS,MISC.,DEAD CAP,CAP HIT,CAP %
sea,injured,Kyle Fuller,C,"$920,000 ",-,-,-,-,-,-,-,"$920,000 ",0.5
sea,injured,(Covid-19),,,,,,,,,,,
sea,injured,Myles Adams,DT,"$18,400 ",-,-,-,-,-,-,-,"$18,400 ",0.01
sea,injured,(Covid-19),,,,,,,,,,,
sea,injured,NFI:,,"$938,400 ",-,-,-,-,-,-,-,"$938,400 ",0.51
sea,,,,,,,,,,,,,
sea,,,,,,,,,,,,,
sea,practice,2021 Practice Squad,,,,,,,,,,,
sea,practice,Cap breakdowns for players currently on a team's practice squad. All count against the team's salary cap.,,,,,,,,,,,
sea,practice,PLAYER (9),POS.,BASE SALARY,SIGNING BONUS,ROSTER BONUS,OPTION BONUS,WORKOUT BONUS,RESTRUC. BONUS,MISC.,DEAD CAP,CAP HIT,CAP %
sea,practice,Aaron Donkor,LB,"$165,600 ",-,-,-,-,-,-,-,"$165,600 ",0.09
sea,practice,Greg Eiland,T,"$165,600 ",-,-,-,-,-,-,-,"$165,600 ",0.09
sea,practice,Jarrod Hewitt,DT,"$165,600 ",-,-,-,-,-,-,-,"$165,600 ",0.09
sea,practice,Pier-Olivier Lestage,G,"$165,600 ",-,-,-,-,-,-,-,"$165,600 ",0.09
sea,practice,Cade Johnson,WR,"$55,200 ",-,-,-,-,-,-,-,"$55,200 ",0.03
sea,practice,Niles Scott,DT,"$46,000 ",-,-,-,-,-,-,-,"$46,000 ",0.03
sea,practice,Matt Cole,WR,"$36,800 ",-,-,-,-,-,-,-,"$36,800 ",0.02
sea,practice,Lakiem Williams,LB,"$27,600 ",-,-,-,-,-,-,-,"$27,600 ",0.02
sea,practice,Edmond Robinson,OLB,"$14,000 ",-,-,-,-,-,-,-,"$14,000 ",0.01
sea,practice,Practice Squad:,,"$842,000 ",-,-,-,-,-,-,-,"$842,000 ",0.46
sea,,,,,,,,,,,,,
sea,,,,,,,,,,,,,
sea,dead cap,2021 Dead Cap,,,,,,,,,,,
sea,dead cap,Cap breakdowns for players who have been traded or released. All count against the team's salary cap.,,,,,,,,,,,
sea,dead cap,PLAYER (66),POS.,BASE SALARY,SIGNING BONUS,ROSTER BONUS,OPTION BONUS,WORKOUT BONUS,RESTRUC. BONUS,MISC.,DEAD CAP,CAP HIT,CAP %
sea,dead cap,Jarran Reed,DT,-,"$5,000,000 ",-,-,-,-,-,-,"$5,000,000 ",2.72
sea,dead cap,Cedric Ogbuehi,T,"$1,100,000 ","$350,000 ","$58,822 ",-,-,-,-,-,"$1,508,822 ",0.82
sea,dead cap,Ahkello Witherspoon,CB,-,"$1,250,000 ",-,-,-,-,-,-,"$1,250,000 ",0.68
sea,dead cap,B.J. Finney,C,-,"$1,000,000 ",-,-,-,-,-,-,"$1,000,000 ",0.54
sea,dead cap,Tre Flowers,CB,"$606,390 ","$74,683 ",-,-,-,-,-,-,"$681,073 ",0.37
sea,dead cap,Tyler Mabry,TE,"$467,726 ","$6,667 ",-,-,-,-,-,-,"$474,393 ",0.26
sea,dead cap,Phil Haynes,G,"$101,200 ","$172,718 ",-,-,-,-,-,-,"$273,918 ",0.15
sea,dead cap,Cody Thompson,WR,"$247,865 ",-,-,-,-,-,-,-,"$247,865 ",0.13
sea,dead cap,Phillip Dorsett,WR,"$222,000 ",-,-,-,-,-,-,-,"$222,000 ",0.12
sea,dead cap,Jake Luton,QB,"$219,332 ",-,-,-,-,-,-,-,"$219,332 ",0.12
sea,dead cap,Josh Johnson,RB,"$211,332 ","$3,333 ",-,-,-,-,-,-,"$214,665 ",0.12
sea,dead cap,Edmond Robinson,OLB,"$209,333 ",-,-,-,-,-,-,-,"$209,333 ",0.11
sea,dead cap,Myles Adams,DT,"$202,132 ",-,-,-,-,-,-,-,"$202,132 ",0.11
sea,dead cap,Ryan Izzo,TE,"$196,000 ",-,-,-,-,-,-,-,"$196,000 ",0.11
sea,dead cap,Michael Jackson,CB,"$190,533 ",-,-,-,-,-,-,-,"$190,533 ",0.1
sea,dead cap,Tanner Muse,OLB,"$183,732 ",-,-,-,-,-,-,-,"$183,732 ",0.1
sea,dead cap,Gavin Heslop,CB,"$174,532 ","$3,334 ",-,-,-,-,-,-,"$177,866 ",0.1
sea,dead cap,Josh Jones,S,"$165,000 ",-,-,-,-,-,-,-,"$165,000 ",0.09
sea,dead cap,Aaron Fuller,WR,"$156,400 ","$5,000 ",-,-,-,-,-,-,"$161,400 ",0.09
sea,dead cap,Pierre Desir,CB,-,"$137,500 ",-,-,-,-,-,-,"$137,500 ",0.07
sea,dead cap,Damarious Randall,CB,-,"$137,500 ",-,-,-,-,-,-,"$137,500 ",0.07
sea,dead cap,Aldon Smith,OLB,-,"$137,500 ",-,-,-,-,-,-,"$137,500 ",0.07
sea,dead cap,Robert Nkemdiche,DE,"$124,000 ",-,-,-,-,-,-,-,"$124,000 ",0.07
sea,dead cap,Cade Johnson,WR,"$101,200 ","$6,666 ",-,-,-,-,-,-,"$107,866 ",0.06
sea,dead cap,Jordan Simmons,G,-,"$100,000 ",-,-,-,-,-,-,"$100,000 ",0.05
sea,dead cap,Shaquem Griffin,LB,-,"$79,407 ",-,-,-,-,-,-,"$79,407 ",0.04
sea,dead cap,Demarcus Christmas,DT,-,"$63,920 ",-,-,-,-,-,-,"$63,920 ",0.03
sea,dead cap,Adrian Peterson,RB,"$59,722 ",-,-,-,-,-,-,-,"$59,722 ",0.03
sea,dead cap,Stephen Sullivan,WR,-,"$56,619 ",-,-,-,-,-,-,"$56,619 ",0.03
sea,dead cap,Jon Rhattigan,LB,"$36,667 ","$6,666 ",-,-,-,-,-,-,"$43,333 ",0.02
sea,dead cap,John Ursua,WR,-,"$41,180 ",-,-,-,-,-,-,"$41,180 ",0.02
sea,dead cap,Connor Wedington,WR,"$18,400 ","$6,666 ",-,-,-,-,-,-,"$25,066 ",0.01
sea,dead cap,Sean Mannion,QB,-,"$20,000 ",-,-,-,-,-,-,"$20,000 ",0.01
sea,dead cap,Danny Etling,QB,"$18,400 ",-,-,-,-,-,-,-,"$18,400 ",0.01
sea,dead cap,De'Quan Hampton,WR,"$18,400 ",-,-,-,-,-,-,-,"$18,400 ",0.01
sea,dead cap,Jace Sternberger,TE,"$18,400 ",-,-,-,-,-,-,-,"$18,400 ",0.01
sea,dead cap,Elijah Benton,S,"$9,200 ",-,-,-,-,-,-,-,"$9,200 ",0.01
sea,dead cap,B.J. Emmons,RB,"$9,200 ",-,-,-,-,-,-,-,"$9,200 ",0.01
sea,dead cap,Penny Hart,WR,"$9,200 ",-,-,-,-,-,-,-,"$9,200 ",0.01
sea,dead cap,Michael Jacobson,TE,"$9,200 ",-,-,-,-,-,-,-,"$9,200 ",0.01
sea,dead cap,Brad Lundblade,C,"$9,200 ",-,-,-,-,-,-,-,"$9,200 ",0.01
sea,dead cap,John Reid,CB,"$9,200 ",-,-,-,-,-,-,-,"$9,200 ",0.01
sea,dead cap,Alex Tchangam,DE,"$9,200 ",-,-,-,-,-,-,-,"$9,200 ",0.01
sea,dead cap,Mark Vital,TE,"$9,200 ",-,-,-,-,-,-,-,"$9,200 ",0.01
sea,dead cap,DeShon Williams,TE,"$9,200 ",-,-,-,-,-,-,-,"$9,200 ",0.01
sea,dead cap,Anthony Gordon,QB,-,"$8,334 ",-,-,-,-,-,-,"$8,334 ",0
sea,dead cap,Tommy Champion,T,-,"$7,667 ",-,-,-,-,-,-,"$7,667 ",0
sea,dead cap,Chris Miller,S,-,"$6,667 ",-,-,-,-,-,-,"$6,667 ",0
