TEAM,STATUS,PLAYER,POS.,BASE SALARY,SIGNING BONUS,ROSTER BONUS,OPTION BONUS,WORKOUT BONUS,RESTRUC. BONUS,MISC.,DEAD CAP,CAP HIT,CAP %
buf,dead cap,Kahale Warring,TE,"$185,222 ",-,-,-,-,-,-,-,"$185,222 ",0.1
buf,dead cap,Reid Ferguson,LS,-,"$168,750 ",-,-,-,-,-,-,"$168,750 ",0.09
buf,dead cap,Vosean Joseph,LB,-,"$160,648 ",-,-,-,-,-,-,"$160,648 ",0.09
buf,dead cap,Antonio Williams,RB,"$147,200 ","$2,000 ",-,-,-,-,-,-,"$149,200 ",0.08
buf,dead cap,Quintin Morris,TE,"$135,266 ","$4,000 ",-,-,-,-,-,-,"$139,266 ",0.07
buf,dead cap,Jacob Hollister,TE,-,"$137,500 ",-,-,-,-,-,-,"$137,500 ",0.07
buf,dead cap,Rachad Wildgoose,CB,"$92,000 ","$39,061 ",-,-,-,-,-,-,"$131,061 ",0.07
buf,dead cap,Cam Lewis,CB,"$116,933 ","$5,500 ",-,-,-,-,-,-,"$122,433 ",0.06
buf,dead cap,Tyrell Adams,OLB,-,"$100,000 ",-,-,-,-,-,-,"$100,000 ",0.05
buf,dead cap,Spencer Long,C,-,-,-,-,"$100,000 ",-,-,-,"$100,000 ",0.05
buf,dead cap,Jacob Capra,G,"$91,866 ",-,-,-,-,-,-,-,"$91,866 ",0.05
buf,dead cap,Isaiah Hodgins,WR,"$36,666 ","$39,722 ",-,-,-,-,-,-,"$76,388 ",0.04
buf,dead cap,Dane Jackson,CB,-,"$60,978 ",-,-,-,-,-,-,"$60,978 ",0.03
buf,dead cap,Marquel Lee,ILB,-,"$25,000 ",-,-,"$25,000 ",-,-,-,"$50,000 ",0.03
buf,dead cap,Olaijah Griffin,CB,"$35,000 ","$11,666 ",-,-,-,-,-,-,"$46,666 ",0.02
buf,dead cap,Evin Ksiezarczyk,T,"$46,000 ",-,-,-,-,-,-,-,"$46,000 ",0.02
buf,dead cap,Jack Anderson,G,"$18,400 ","$25,936 ",-,-,-,-,-,-,"$44,336 ",0.02
buf,dead cap,Austin Proehl,WR,"$36,800 ",-,-,-,-,-,-,-,"$36,800 ",0.02
buf,dead cap,E.J. Gaines,CB,-,"$25,000 ",-,-,-,-,-,-,"$25,000 ",0.01
buf,dead cap,Darryl Johnson,DE,-,"$24,522 ",-,-,-,-,-,-,"$24,522 ",0.01
buf,dead cap,Tariq Thompson,S,"$20,000 ","$4,166 ",-,-,-,-,-,-,"$24,166 ",0.01
buf,dead cap,Trey Adams,T,-,"$17,500 ",-,-,-,-,-,-,"$17,500 ",0.01
buf,dead cap,Josh Thomas,S,-,"$16,667 ",-,-,-,-,-,-,"$16,667 ",0.01
buf,dead cap,Greg Stroman,CB,"$14,000 ",-,-,-,-,-,-,-,"$14,000 ",0.01
buf,dead cap,Marquel Harrell,G,-,"$13,334 ",-,-,-,-,-,-,"$13,334 ",0.01
buf,dead cap,Brandon Walton,T,-,"$10,000 ",-,-,-,-,-,-,"$10,000 ",0.01
buf,dead cap,Jordan Devey,G,-,-,-,-,"$10,000 ",-,-,-,"$10,000 ",0.01
buf,dead cap,Breeland Speaks,LB,"$9,200 ",-,-,-,-,-,-,-,"$9,200 ",0
buf,dead cap,Syrus Tuitele,G,-,"$8,333 ",-,-,-,-,-,-,"$8,333 ",0
buf,dead cap,Ike Brown,CB,-,"$8,000 ",-,-,-,-,-,-,"$8,000 ",0
buf,dead cap,Garrett Taylor,S,-,"$6,667 ",-,-,-,-,-,-,"$6,667 ",0
buf,dead cap,Nick McCloud,CB,-,"$6,666 ",-,-,-,-,-,-,"$6,666 ",0
buf,dead cap,Kaare Vedvik,K,-,"$6,500 ",-,-,-,-,-,-,"$6,500 ",0
buf,dead cap,Christian Wade,RB,-,"$5,500 ",-,-,-,-,-,-,"$5,500 ",0
buf,dead cap,Nate Becker,TE,-,"$4,000 ",-,-,-,-,-,-,"$4,000 ",0
buf,dead cap,Nick Easley,WR,-,"$3,250 ",-,-,-,-,-,-,"$3,250 ",0
buf,dead cap,Ray-Ray McCloud,WR,-,"$2,750 ",-,-,-,-,-,-,"$2,750 ",0
buf,dead cap,Victor Salako,T,-,"$2,250 ",-,-,-,-,-,-,"$2,250 ",0
buf,dead cap,Dead:,,"$3,651,461 ","$6,102,106 ",-,-,"$135,000 ",-,-,-,"$9,888,567 ",5.25
car,active,Robby Anderson,WR,"$990,000 ","$7,836,666 ",-,-,-,-,-,"($24,500,000)","$8,826,666 ",4.73
car,active,Shaq Thompson,OLB,"$990,000 ","$3,200,000 ","$500,000 ",-,"$300,000 ","$3,063,333 ",-,"($20,080,001)","$8,053,333 ",4.32
car,active,Stephon Gilmore,CB,"$5,856,217 ",-,"$323,521 ",-,-,-,-,-,"$6,179,738 ",3.31
car,active,Cam Newton,QB,"$2,250,000 ","$2,250,000 ","$1,500,000 ",-,-,-,-,"($4,500,000)","$6,000,000 ",3.22
car,active,Derrick Brown,DT,"$1,683,700 ","$3,684,801 ",-,-,-,-,-,"($19,326,604)","$5,368,501 ",2.88
car,active,Juston Burris,SS,"$2,779,000 ","$1,050,000 ","$398,125 ",-,"$600,000 ",-,-,"($4,429,000)","$4,827,125 ",2.59
car,active,Sam Darnold,QB,"$920,000 ",-,"$3,854,685 ",-,-,-,-,"($4,774,685)","$4,774,685 ",2.56
car,active,DaQuan Jones,DT,"$2,050,000 ","$2,000,000 ",-,-,-,-,-,"($4,050,000)","$4,050,000 ",2.17
car,active,Taylor Moton,RT,"$1,000,000 ","$3,000,000 ",-,-,-,-,-,"($43,000,000)","$4,000,000 ",2.14
car,active,Brian Burns,DE,"$1,725,926 ","$1,966,851 ",-,-,-,-,-,"($8,001,017)","$3,692,777 ",1.98
car,active,D.J. Moore,WR,"$2,003,361 ","$1,551,149 ",-,-,-,-,-,"($3,254,005)","$3,554,510 ",1.91
car,active,Morgan Fox,DE,"$990,000 ","$1,505,000 ",-,-,-,-,-,"($5,035,000)","$2,495,000 ",1.34
car,active,Ian Thomas,TE,"$2,183,000 ","$186,700 ",-,-,-,-,-,"($1,867,000)","$2,369,700 ",1.27
car,active,Haason Reddick,OLB,"$990,000 ","$1,002,000 ",-,-,-,-,-,"($6,000,000)","$1,992,000 ",1.07
car,active,Yetur Gross-Matos,DE,"$982,673 ","$880,692 ",-,-,-,-,-,"($3,624,749)","$1,863,365 ",1
car,active,Trenton Scott,LT,"$920,000 ","$730,000 ",-,-,-,-,-,"($730,000)","$1,650,000 ",0.88
car,active,Pat Elflein,G,"$990,000 ","$370,000 ",-,-,-,-,-,"($6,000,000)","$1,360,000 ",0.73
car,active,C.J. Henderson,CB,"$1,285,455 ",-,-,-,-,-,-,"($7,168,187)","$1,285,455 ",0.69
car,active,Jeremy Chinn,SS,"$848,249 ","$342,995 ",-,-,-,-,-,"($1,028,985)","$1,191,244 ",0.64
car,active,Frankie Luvu,OLB,"$920,000 ","$180,000 ",-,-,-,-,-,"($180,000)","$1,100,000 ",0.59
car,active,Jermaine Carter,ILB,"$920,000 ","$68,345 ",-,-,-,-,-,"($68,345)","$988,345 ",0.53
car,active,J.J. Jansen,LS,"$1,075,000 ",-,"$137,500 ",-,-,-,-,"($1,212,500)","$987,500 ",0.53
car,active,John Miller,G,"$990,000 ","$137,500 ",-,-,-,-,-,"($1,127,500)","$987,500 ",0.53
car,active,Brady Christensen,RT,"$660,000 ","$278,777 ",-,-,-,-,-,"($1,115,108)","$938,777 ",0.5
car,active,Sean Chandler,S,"$920,000 ",-,-,-,-,-,-,-,"$920,000 ",0.49
car,active,Brandon Zylstra,WR,"$920,000 ",-,-,-,-,-,-,-,"$920,000 ",0.49
car,active,Tommy Tremble,TE,"$660,000 ","$235,715 ",-,-,-,-,-,"($942,860)","$895,715 ",0.48
car,active,Dennis Daley,G,"$850,000 ","$31,838 ",-,-,-,-,-,"($63,676)","$881,838 ",0.47
car,active,Phillip Walker,QB,"$780,000 ","$75,000 ",-,-,"$25,000 ",-,-,"($100,000)","$880,000 ",0.47
car,active,Julian Stanford,OLB,"$1,075,000 ",-,-,-,-,-,-,"($1,075,000)","$850,000 ",0.46
car,active,Darryl Johnson,DE,"$850,000 ",-,-,-,-,-,-,-,"$850,000 ",0.46
car,active,Chuba Hubbard,RB,"$660,000 ","$178,294 ",-,-,-,-,-,"($713,174)","$838,294 ",0.45
car,active,Bravvion Roy,DT,"$780,000 ","$48,494 ",-,-,-,-,-,"($145,482)","$828,494 ",0.44
car,active,Stantley Thomas-Oliver,CB,"$780,000 ","$25,794 ",-,-,-,-,-,"($77,382)","$805,794 ",0.43
car,active,Alex Erickson,WR,"$935,000 ",-,-,-,-,-,-,-,"$802,774 ",0.43
car,active,Sam Franklin,SS,"$780,000 ","$5,000 ",-,-,-,-,-,"($10,000)","$785,000 ",0.42
car,active,Keith Taylor,CB,"$660,000 ","$76,497 ",-,-,-,-,-,"($305,988)","$736,497 ",0.39
car,active,Rashaan Melvin,CB,"$895,833 ",-,-,-,-,-,-,-,"$708,330 ",0.38
car,active,Shi Smith,WR,"$660,000 ","$43,105 ",-,-,-,-,-,"($172,420)","$703,105 ",0.38
car,active,Ameer Abdullah,RB,"$660,000 ",-,-,-,-,-,-,-,"$660,000 ",0.35
car,active,Giovanni Ricci,TE,"$660,000 ",-,-,-,-,-,-,-,"$660,000 ",0.35
car,active,Myles Hartsfield,CB,"$647,774 ","$1,666 ",-,-,-,-,-,"($3,334)","$649,440 ",0.35
car,active,Michael Jordan,G,"$613,886 ",-,-,-,-,-,-,-,"$613,886 ",0.33
car,active,Deonte Brown,G,"$564,715 ","$46,515 ",-,-,-,-,-,"($186,060)","$611,229 ",0.33
car,active,Kamal Martin,LB,"$606,667 ",-,-,-,-,-,-,-,"$606,666 ",0.33
car,active,Kenny Robinson,S,"$563,333 ",-,-,-,-,-,-,-,"$563,333 ",0.3
car,active,Sam Tecklenburg,C,"$549,990 ",-,-,-,-,-,-,-,"$549,990 ",0.29
car,active,Lac Edwards,P,"$550,000 ",-,-,-,-,-,-,-,"$425,000 ",0.23
car,active,Lirim Hajrullahu,K,"$109,998 ",-,-,-,-,-,-,-,"$109,998 ",0.06
car,active,Azur Kamara,DE,"$109,998 ",-,-,-,-,-,-,-,"$109,998 ",0.06
car,active,Frank Herron,DT,"$47,222 ",-,-,-,-,-,-,-,"$47,222 ",0.03
car,active,Jacob Tuioti-Mariner,OLB,"$47,222 ",-,-,-,-,-,-,-,"$47,222 ",0.03
car,active,Keith Kirkwood,WR,"$43,333 ",-,-,-,-,-,-,-,"$43,333 ",0.02
car,active,Reggie Bonnafon,RB,"$36,666 ",-,-,-,-,-,-,-,"$36,666 ",0.02
car,active,Madre Harper,CB,"$36,666 ",-,-,-,-,-,-,-,"$36,666 ",0.02
car,active,Stephen Sullivan,WR,"$36,666 ",-,-,-,-,-,-,-,"$36,666 ",0.02
car,active,Active Roster:,,"$54,092,550 ","$32,989,394 ","$6,713,831 ",-,"$925,000 ","$3,063,333 ",-,-,"$96,749,377 ",51.87
car,,,,,,,,,,,,,
car,,,,,,,,,,,,,
car,injured,2021 Injured Reserve Cap,,,,,,,,,,,
car,injured,Cap breakdowns for players currently on injured reserve.  denotes a player designated to return. All count against the team's salary cap.,,,,,,,,,,,
car,injured,PLAYER (13),POS.,BASE SALARY,SIGNING BONUS,ROSTER BONUS,OPTION BONUS,WORKOUT BONUS,RESTRUC. BONUS,MISC.,DEAD CAP,CAP HIT,CAP %
car,injured,Christian McCaffrey,RB,"$990,000 ","$4,300,000 ",-,-,"$200,000 ","$1,409,500 ",-,"($33,537,500)","$6,899,500 ",3.7
car,injured,(Ankle),,,,,,,,,,,
car,injured,Matt Paradis,C,"$990,000 ","$1,800,000 ","$1,000,000 ",-,"$500,000 ","$1,408,000 ",-,"($13,930,000)","$5,698,000 ",3.05
car,injured,(Knee-acl),,,,,,,,,,,
car,injured,Jaycee Horn,CB,"$660,000 ","$3,178,572 ",-,-,-,-,-,"($21,112,146)","$3,838,572 ",2.06
car,injured,(Foot),,,,,,,,,,,
car,injured,Cameron Erving,LT,"$990,000 ","$2,500,000 ",-,-,-,-,-,"($8,000,000)","$3,490,000 ",1.87
car,injured,(Calf),,,,,,,,,,,
car,injured,Donte Jackson,CB,"$2,443,000 ","$395,005 ",-,-,-,-,-,"($395,005)","$2,838,005 ",1.52
car,injured,(Groin),,,,,,,,,,,
car,injured,A.J. Bouye,CB,"$955,556 ","$1,212,500 ",-,-,-,-,-,"($3,380,556)","$2,168,056 ",1.16
car,injured,(Foot),,,,,,,,,,,
car,injured,Terrace Marshall,WR,"$660,000 ","$381,725 ",-,-,-,-,-,"($2,447,331)","$1,041,725 ",0.56
car,injured,(Foot),,,,,,,,,,,
car,injured,Zane Gonzalez,K,"$935,000 ",-,-,-,-,-,-,-,"$802,774 ",0.43
car,injured,(Quad),,,,,,,,,,,
car,injured,Troy Pride Jr.,CB,"$440,000 ","$194,369 ",-,-,-,-,-,"($583,107)","$634,369 ",0.34
car,injured,(Knee),,,,,,,,,,,
car,injured,Daviyon Nixon,DT,"$510,273 ","$79,637 ",-,-,-,-,-,"($318,548)","$589,910 ",0.32
car,injured,(Knee),,,,,,,,,,,
car,injured,Thomas Fletcher,LS,"$415,000 ","$32,677 ",-,-,-,-,-,"($130,708)","$447,677 ",0.24
car,injured,(Hip),,,,,,,,,,,
car,injured,Mike Panasiuk,DT,"$415,000 ",-,-,-,-,-,-,-,"$415,000 ",0.22
car,injured,(Undisclosed),,,,,,,,,,,
car,injured,Aaron Parker,WR,"$101,200 ",-,-,-,-,-,-,-,"$101,200 ",0.05
car,injured,(Undisclosed),,,,,,,,,,,
car,injured,Injured Reserve:,,"$10,505,029 ","$14,074,485 ","$1,000,000 ",-,"$700,000 ","$2,817,500 ",-,-,"$28,964,788 ",15.53
car,injured,,,,,,,,,,,,
car,injured,,,,,,,,,,,,
car,injured,2021 Non-Football Injury Cap,,,,,,,,,,,
car,injured,"Cap breakdowns for players currently on a physically unable to perform, or non-football injury list. All count against the team's salary cap.",,,,,,,,,,,
car,injured,PLAYER (2),POS.,BASE SALARY,SIGNING BONUS,ROSTER BONUS,OPTION BONUS,WORKOUT BONUS,RESTRUC. BONUS,MISC.,DEAD CAP,CAP HIT,CAP %
car,injured,Marquis Haynes,DE,"$920,000 ","$113,092 ",-,-,-,-,-,"($113,092)","$1,033,092 ",0.55
car,injured,(Covid-19),,,,,,,,,,,
car,injured,Phil Hoskins,DT,"$660,000 ","$27,811 ",-,-,-,-,-,"($111,244)","$687,811 ",0.37
car,injured,(Covid-19),,,,,,,,,,,
car,injured,NFI:,,"$1,580,000 ","$140,903 ",-,-,-,-,-,-,"$1,720,903 ",0.92
car,,,,,,,,,,,,,
car,,,,,,,,,,,,,
car,practice,2021 Practice Squad,,,,,,,,,,,
car,practice,Cap breakdowns for players currently on a team's practice squad. All count against the team's salary cap.,,,,,,,,,,,
car,practice,PLAYER (10),POS.,BASE SALARY,SIGNING BONUS,ROSTER BONUS,OPTION BONUS,WORKOUT BONUS,RESTRUC. BONUS,MISC.,DEAD CAP,CAP HIT,CAP %
car,practice,Damontre Moore,DE,"$126,000 ",-,-,-,-,-,-,-,"$126,000 ",0.07
car,practice,Aaron Monteiro,T,"$82,800 ",-,-,-,-,-,-,-,"$82,800 ",0.04
car,practice,Austen Pleasants,T,"$55,200 ",-,-,-,-,-,-,-,"$55,200 ",0.03
car,practice,Willie Snead,WR,"$42,000 ",-,-,-,-,-,-,-,"$42,000 ",0.02
car,practice,Tae Hayes,CB,"$18,400 ",-,-,-,-,-,-,-,"$18,400 ",0.01
car,practice,Spencer Brown,RB,"$9,200 ",-,-,-,-,-,-,-,"$9,200 ",0
car,practice,Mike Horton,G,"$9,200 ",-,-,-,-,-,-,-,"$9,200 ",0
car,practice,Austin Larkin,DE,"$9,200 ",-,-,-,-,-,-,-,"$9,200 ",0
car,practice,C.J. Saunders,WR,"$9,200 ",-,-,-,-,-,-,-,"$9,200 ",0
car,practice,Colin Thompson,TE,"$9,200 ",-,-,-,-,-,-,-,"$9,200 ",0
car,practice,Practice Squad:,,"$370,400 ",-,-,-,-,-,-,-,"$370,400 ",0.2
car,,,,,,,,,,,,,
car,,,,,,,,,,,,,
car,dead cap,2021 Dead Cap,,,,,,,,,,,
car,dead cap,Cap breakdowns for players who have been traded or released. All count against the team's salary cap.,,,,,,,,,,,
car,dead cap,PLAYER (76),POS.,BASE SALARY,SIGNING BONUS,ROSTER BONUS,OPTION BONUS,WORKOUT BONUS,RESTRUC. BONUS,MISC.,DEAD CAP,CAP HIT,CAP %
car,dead cap,Teddy Bridgewater,QB,-,"$10,000,000 ",-,-,-,"$7,062,000 ",-,-,"$17,062,000 ",9.15
car,dead cap,Kawann Short,DT,-,"$4,000,000 ",-,-,-,"$7,017,000 ",-,-,"$11,017,000 ",5.91
car,dead cap,Luke Kuechly,ILB,-,-,-,-,-,"$7,132,514 ",-,-,"$7,132,514 ",3.82
car,dead cap,Tre Boston,FS,-,"$2,666,666 ",-,-,-,-,-,-,"$2,666,666 ",1.43
car,dead cap,Stephen Weatherly,DE,-,"$2,000,000 ",-,-,-,-,-,-,"$2,000,000 ",1.07
car,dead cap,Graham Gano,K,-,"$1,537,500 ",-,-,-,-,-,-,"$1,537,500 ",0.82
car,dead cap,Dan Arnold,TE,"$153,335 ","$1,272,500 ",-,-,-,-,-,-,"$1,425,835 ",0.76
car,dead cap,Denzel Perryman,ILB,-,"$1,000,000 ",-,-,-,-,-,-,"$1,000,000 ",0.54
car,dead cap,Greg Little,T,-,"$893,895 ",-,-,-,-,-,-,"$893,895 ",0.48
car,dead cap,Colin Thompson,TE,"$668,395 ",-,-,-,-,-,-,-,"$668,395 ",0.36
car,dead cap,David Moore,WR,-,"$625,000 ",-,-,-,-,-,-,"$625,000 ",0.34
car,dead cap,Rodney Smith,RB,"$504,266 ","$10,000 ",-,-,-,-,-,-,"$514,266 ",0.28
car,dead cap,Michael Palardy,P,-,"$500,000 ",-,-,-,-,-,-,"$500,000 ",0.27
car,dead cap,Royce Freeman,RB,"$485,001 ",-,-,-,-,-,-,-,"$485,001 ",0.26
car,dead cap,Matt Barkley,QB,"$418,054 ",-,-,-,-,-,-,-,"$418,054 ",0.22
car,dead cap,Matt Kaskey,T,"$366,660 ",-,-,-,-,-,-,-,"$366,660 ",0.2
car,dead cap,Kenny Robinson,S,"$114,266 ","$249,153 ",-,-,-,-,-,-,"$363,419 ",0.19
car,dead cap,Joseph Charlton,P,"$338,887 ",-,-,-,-,-,-,-,"$338,887 ",0.18
car,dead cap,Clay Johnston,LB,"$330,003 ",-,-,-,-,-,-,-,"$330,003 ",0.18
car,dead cap,Keith Kirkwood,WR,"$270,666 ",-,-,-,-,-,-,-,"$270,666 ",0.15
car,dead cap,Zach Kerr,DE,-,"$250,000 ",-,-,-,-,-,-,"$250,000 ",0.13
car,dead cap,Spencer Brown,RB,"$231,333 ","$3,333 ",-,-,-,-,-,-,"$234,666 ",0.13
car,dead cap,Stephen Sullivan,WR,"$211,332 ",-,-,-,-,-,-,-,"$211,332 ",0.11
car,dead cap,Will Grier,QB,-,"$205,545 ",-,-,-,-,-,-,"$205,545 ",0.11
car,dead cap,Michael Jordan,G,"$198,088 ",-,-,-,-,-,-,-,"$198,088 ",0.11
car,dead cap,Frank Herron,DT,"$194,422 ",-,-,-,-,-,-,-,"$194,422 ",0.1
car,dead cap,Willie Snead,WR,"$194,000 ",-,-,-,-,-,-,-,"$194,000 ",0.1
car,dead cap,Jalen Julius,CB,"$193,200 ",-,-,-,-,-,-,-,"$193,200 ",0.1
car,dead cap,C.J. Saunders,WR,"$183,866 ",-,-,-,-,-,-,-,"$183,866 ",0.1
car,dead cap,Madre Harper,CB,"$183,732 ",-,-,-,-,-,-,-,"$183,732 ",0.1
car,dead cap,Reggie Bonnafon,RB,"$183,598 ",-,-,-,-,-,-,-,"$183,598 ",0.1
car,dead cap,Christian Miller,DE,-,"$183,552 ",-,-,-,-,-,-,"$183,552 ",0.1
car,dead cap,Mike Horton,G,"$174,398 ",-,-,-,-,-,-,-,"$174,398 ",0.09
car,dead cap,Patrick Omameh,RT,"$157,722 ",-,-,-,-,-,-,-,"$157,722 ",0.08
car,dead cap,Jordan Scarlett,RB,-,"$154,706 ",-,-,-,-,-,-,"$154,706 ",0.08
car,dead cap,Austin Larkin,DE,"$126,133 ",-,-,-,-,-,-,-,"$126,133 ",0.07
car,dead cap,Matt Cole,WR,"$121,733 ",-,-,-,-,-,-,-,"$121,733 ",0.07
car,dead cap,Rashaan Melvin,CB,"$119,444 ",-,-,-,-,-,-,-,"$119,444 ",0.06
car,dead cap,Sam Tecklenburg,C,"$110,000 ",-,-,-,-,-,-,-,"$109,999 ",0.06
car,dead cap,Austen Pleasants,T,"$98,533 ",-,-,-,-,-,-,-,"$98,533 ",0.05
car,dead cap,Aaron Parker,WR,"$91,866 ",-,-,-,-,-,-,-,"$91,866 ",0.05
car,dead cap,James Morgan,QB,"$82,800 ",-,-,-,-,-,-,-,"$82,800 ",0.04
car,dead cap,Aaron Monteiro,T,"$73,600 ",-,-,-,-,-,-,-,"$73,600 ",0.04
car,dead cap,Ryan Winslow,P,"$73,334 ",-,-,-,-,-,-,-,"$73,334 ",0.04
car,dead cap,Dominik Eberle,K,"$64,400 ",-,-,-,-,-,-,-,"$64,400 ",0.03
car,dead cap,Corn Elder,CB,"$56,000 ",-,-,-,-,-,-,-,"$56,000 ",0.03
car,dead cap,Lac Edwards,P,"$55,000 ",-,-,-,-,-,-,-,"$55,000 ",0.03
car,dead cap,Josh Watson,LB,"$47,200 ",-,-,-,-,-,-,-,"$47,200 ",0.03
car,dead cap,Ryan Santoso,K,"$43,333 ",-,-,-,-,-,-,-,"$43,333 ",0.02
car,dead cap,Kamal Martin,LB,"$36,800 ",-,-,-,-,-,-,-,"$36,800 ",0.02
car,dead cap,Andre Smith,ILB,-,"$22,264 ",-,-,-,-,-,-,"$22,264 ",0.01
car,dead cap,John Brannon,CB,"$18,400 ",-,-,-,-,-,-,-,"$18,400 ",0.01
car,dead cap,Treyvon Hester,DT,"$18,400 ",-,-,-,-,-,-,-,"$18,400 ",0.01
car,dead cap,Jacques Patrick,RB,"$18,400 ",-,-,-,-,-,-,-,"$18,400 ",0.01
car,dead cap,Alex Erickson,WR,"$14,000 ",-,-,-,-,-,-,-,"$14,000 ",0.01
car,dead cap,Devin Smith,WR,"$14,000 ",-,-,-,-,-,-,-,"$14,000 ",0.01
car,dead cap,Mason Stokke,FB,"$10,000 ","$3,333 ",-,-,-,-,-,-,"$13,333 ",0.01
car,dead cap,Giovanni Ricci,TE,-,"$11,334 ",-,-,-,-,-,-,"$11,334 ",0.01
car,dead cap,Cam Sutton,TE,-,"$10,000 ",-,-,-,-,-,-,"$10,000 ",0.01
car,dead cap,Josh Avery,DT,"$9,200 ",-,-,-,-,-,-,-,"$9,200 ",0
car,dead cap,Omar Bayless,WR,"$9,200 ",-,-,-,-,-,-,-,"$9,200 ",0
car,dead cap,Blake Haubeil,K,"$9,200 ",-,-,-,-,-,-,-,"$9,200 ",0
car,dead cap,Alex Kessman,K,"$9,200 ",-,-,-,-,-,-,-,"$9,200 ",0
car,dead cap,Josh Love,QB,"$9,200 ",-,-,-,-,-,-,-,"$9,200 ",0
car,dead cap,Sheldrick Redwine,S,"$9,200 ",-,-,-,-,-,-,-,"$9,200 ",0
car,dead cap,Jordan Ta'amu,QB,"$9,200 ",-,-,-,-,-,-,-,"$9,200 ",0
car,dead cap,Jordan Mack,LB,-,"$7,500 ",-,-,-,-,-,-,"$7,500 ",0
car,dead cap,Branden Bowen,T,-,"$6,667 ",-,-,-,-,-,-,"$6,667 ",0
car,dead cap,Chris Orr,LB,-,"$6,000 ",-,-,-,-,-,-,"$6,000 ",0
car,dead cap,David Reese,LB,-,"$6,000 ",-,-,-,-,-,-,"$6,000 ",0
car,dead cap,TreVontae Hights,WR,-,"$5,334 ",-,-,-,-,-,-,"$5,334 ",0
car,dead cap,David Moore,G,-,"$5,000 ",-,-,-,-,-,-,"$5,000 ",0
car,dead cap,Jordan Kunaszyk,LB,-,"$3,334 ",-,-,-,-,-,-,"$3,334 ",0
car,dead cap,Oscar Draguicevich,P,-,"$2,333 ",-,-,-,-,-,-,"$2,333 ",0
car,dead cap,Austrian Robinson,DE,-,$667 ,-,-,-,-,-,-,$667 ,0
car,dead cap,Jason Ferris,LB,-,$334 ,-,-,-,-,-,-,$334 ,0
car,dead cap,Dead:,,"$7,113,000 ","$25,641,950 ",-,-,-,"$21,211,514 ",-,-,"$53,966,463 ",28.93
chi,active,Allen Robinson,WR,"$17,880,000 ",-,-,-,"$100,000 ",-,-,"($17,980,000)","$17,980,000 ",9.46
chi,active,Akiem Hicks,DE,"$10,400,000 ","$1,500,000 ",-,-,"$100,000 ",-,-,"($12,000,000)","$12,000,000 ",6.31
chi,active,Robert Quinn,OLB,"$6,950,000 ","$3,100,000 ",-,-,"$100,000 ","$1,137,500 ",-,"($24,000,000)","$11,287,500 ",5.94
chi,active,Eddie Goldman,DT,"$4,750,000 ","$2,200,000 ",-,-,"$100,000 ","$750,000 ",-,"($12,950,000)","$7,800,000 ",4.1
chi,active,Nick Foles,QB,"$4,000,000 ","$2,666,666 ",-,-,-,-,-,"($14,333,334)","$6,666,666 ",3.51
chi,active,Roquan Smith,ILB,"$920,000 ","$2,879,486 ","$2,249,613 ",-,-,-,-,"($6,049,099)","$6,049,099 ",3.18
chi,active,Jimmy Graham,TE,"$1,075,000 ","$3,000,000 ",-,-,"$100,000 ","$1,165,000 ",-,"($10,000,000)","$5,340,000 ",2.81
chi,active,Cody Whitehair,C,"$1,000,000 ","$1,200,000 ",-,"$1,100,000 ",-,"$1,900,000 ",-,"($17,710,000)","$5,200,000 ",2.73
chi,active,Eddie Jackson,FS,"$1,000,000 ","$2,400,000 ",-,-,"$100,000 ","$1,590,000 ",-,"($23,640,000)","$5,090,000 ",2.68
chi,active,Andy Dalton,QB,"$2,500,000 ","$2,500,000 ",-,-,-,-,-,"($10,000,000)","$5,000,000 ",2.63
chi,active,James Daniels,G,"$2,183,000 ","$783,667 ",-,-,-,-,-,"($783,667)","$2,966,667 ",1.56
chi,active,Germain Ifedi,RT,"$2,000,000 ","$750,000 ",-,-,-,-,-,"($4,250,000)","$2,750,000 ",1.45
chi,active,Bilal Nichols,DE,"$2,183,000 ","$74,872 ",-,-,-,-,-,"($74,872)","$2,257,872 ",1.19
chi,active,Angelo Blackson,DE,"$1,500,000 ","$500,000 ",-,-,-,-,-,"($3,000,000)","$2,000,000 ",1.05
chi,active,Tashaun Gipson,FS,"$1,075,000 ","$250,000 ","$480,000 ",-,-,-,-,"($1,325,000)","$1,805,000 ",0.95
chi,active,Cole Kmet,TE,"$954,444 ","$767,778 ",-,-,-,-,-,"($3,257,778)","$1,722,222 ",0.91
chi,active,Mario Edwards,DE,"$880,000 ","$724,019 ",-,-,-,-,-,"($5,500,097)","$1,604,019 ",0.84
chi,active,Cairo Santos,K,"$1,075,000 ","$500,000 ",-,-,-,-,-,"($3,575,000)","$1,575,000 ",0.83
chi,active,Teven Jenkins,T,"$660,000 ","$865,063 ",-,-,-,-,-,"($4,501,518)","$1,525,063 ",0.8
chi,active,Jason Peters,LT,"$1,075,000 ","$250,000 ","$200,000 ",-,-,-,-,"($1,325,000)","$1,525,000 ",0.8
chi,active,Jaylon Johnson,CB,"$904,035 ","$566,140 ",-,-,-,-,-,"($2,602,455)","$1,470,175 ",0.77
chi,active,Jesse James,TE,"$1,000,000 ","$162,500 ",-,-,-,-,-,"($1,650,000)","$1,162,500 ",0.61
